geneInfo,gene,Chr,Start,Stop,pvalsDel,FoldChange,Mouse.EntrezGene.ID,Human.Chr,Human.EntrezGene.ID,Human.Symbol
Erdr1/chrY:90785441-90816465,Erdr1,chrY,90785441,90816465,0.037569744,0.523589576,NA,NA,NA,NA
Napa/chr7:16098642-16117975,Napa,chr7,16098642,16117975,0.037586296,0.924209689,108124,19q13.33,8775,NAPA
Gm5803/chr15:22713819-22714984,Gm5803,chr15,22713819,22714984,0.037600988,1.135003625,545091,13q14.3,144983,HNRNPA1L2
Gcdh/chr8:84886386-84893921,Gcdh,chr8,84886386,84893921,0.037614555,0.910805842,270076,19p13.2,2639,GCDH
Khk/chr5:30921894-30931246,Khk,chr5,30921894,30931246,0.037760456,0.849458615,16548,2p23.3,3795,KHK
Hdgfrp3/chr7:81881255-81934459,Hdgfrp3,chr7,81881255,81934459,0.037762862,1.116976596,29877,15q25.2,50810,HDGFRP3
Rab7/chr6:88000434-88013690,Rab7,chr6,88000434,88013690,0.037787578,0.916385343,19349,3q21.3,7879,RAB7A
Gabrb2/chr11:42419756-42632591,Gabrb2,chr11,42419756,42632591,0.037802055,1.136813601,14401,5q34,2561,GABRB2
Ankrd28/chr14:31700014-31830415,Ankrd28,chr14,31700014,31830415,0.037802837,1.081349673,105522,3p25.1,23243,ANKRD28
Vamp7/chrX_GL456233_random:10737-39148,Vamp7,chrX_GL456233_random,10737,39148,0.037823899,1.189652359,20955,XYq28,and,Yq12
Prkaa2/chr4:105029649-105109898,Prkaa2,chr4,105029649,105109898,0.037884661,1.146599818,108079,1p31,5563,PRKAA2
Map4k5/chr12:69803756-69893163,Map4k5,chr12,69803756,69893163,0.037900528,1.089446408,399510,14q11.2-q21,11183,MAP4K5
5830403L16Rik/chr1:153849541-153851195,5830403L16Rik,chr1,153849541,153851195,0.037990041,0.741701919,NA,NA,NA,NA
Mrpl17/chr7:105803781-105811087,Mrpl17,chr7,105803781,105811087,0.038000967,0.925280346,27397,11p15.5-p15.4,63875,MRPL17
Adam23/chr1:63445903-63596515,Adam23,chr1,63445903,63596515,0.038079565,1.129361142,23792,2q33,8745,ADAM23
Pusl1/chr4:155888859-155891762,Pusl1,chr4,155888859,155891762,0.038082997,0.869927973,433813,1p36.33,126789,PUSL1
Rn45s/chr17:39842996-39848829,Rn45s,chr17,39842996,39848829,0.038098074,0.622766801,NA,NA,NA,NA
E330011O21Rik/chr16:78250862-78255454,E330011O21Rik,chr16,78250862,78255454,0.038107919,1.387185376,NA,NA,NA,NA
Xkr6/chr14:63606529-63820410,Xkr6,chr14,63606529,63820410,0.038134636,1.529609617,219149,8p23.1,286046,XKR6
D330012F22Rik/chr7:80232892-80241420,D330012F22Rik,chr7,80232892,80241420,0.038154386,1.119925099,NA,NA,NA,NA
Lrat/chr3:82892581-82903974,Lrat,chr3,82892581,82903974,0.038170103,1.740234895,79235,4q32.1,9227,LRAT
Fen1/chr19:10199138-10203943,Fen1,chr19,10199138,10203943,0.038206378,0.913104408,14156,11q12,2237,FEN1
Acer2/chr4:86874413-86920881,Acer2,chr4,86874413,86920881,0.038245958,0.642271971,230379,9p22.1,340485,ACER2
Slc36a2/chr11:55158467-55185077,Slc36a2,chr11,55158467,55185077,0.038249595,1.749691232,246049,5q33.1,153201,SLC36A2
Mafk/chr5:139791535-139802652,Mafk,chr5,139791535,139802652,0.03826061,0.851710995,17135,7p22.3,7975,MAFK
Rab11fip1/chr8:27138772-27174646,Rab11fip1,chr8,27138772,27174646,0.038262604,1.231947715,75767,8p11.22,80223,RAB11FIP1
Trf/chr9:103208875-103230286,Trf,chr9,103208875,103230286,0.038318615,0.87080704,22041,3q22.1,7018,TF
Gcm1/chr9:78051957-78065624,Gcm1,chr9,78051957,78065624,0.038397108,1.308392421,14531,6p12.1,8521,GCM1
Ushbp1/chr8:71384273-71395801,Ushbp1,chr8,71384273,71395801,0.038426323,0.83975577,234395,19p13,83878,USHBP1
Kcnh7/chr2:62702945-63184287,Kcnh7,chr2,62702945,63184287,0.038459679,0.789254976,170738,2q24.2,90134,KCNH7
Strn4/chr7:16815888-16840931,Strn4,chr7,16815888,16840931,0.038463979,0.931264073,97387,19q13.2,29888,STRN4
Slc25a21/chr12:56712633-57197472,Slc25a21,chr12,56712633,57197472,0.038476562,0.471513859,217593,14q11.2,89874,SLC25A21
Trip12/chr1:84721188-84839304,Trip12,chr1,84721188,84839304,0.038516894,1.047091664,14897,2q36.3,9320,TRIP12
LOC434412/chr9:68017963-68025714,LOC434412,chr9,68017963,68025714,0.038531238,0.634181141,NA,NA,NA,NA
Spata5/chr3:37420279-37579095,Spata5,chr3,37420279,37579095,0.038714152,0.849747558,57815,4q28.1,166378,SPATA5
Mxi1/chr19:53310505-53375810,Mxi1,chr19,53310505,53375810,0.038728612,0.921190406,17859,10q24-q25,4601,MXI1
Ube2d3/chr3:135438758-135467178,Ube2d3,chr3,135438758,135467178,0.038793023,1.114438648,66105,4q24,7323,UBE2D3
D8Ertd82e/chr8:36094827-36147787,D8Ertd82e,chr8,36094827,36147787,0.038793896,0.841400247,244418,8p23.1,157285,SGK223
Cabp7/chr11:4738820-4746778,Cabp7,chr11,4738820,4746778,0.038815858,0.628679755,192650,22q12.2,164633,CABP7
C1ql3/chr2:13001886-13010864,C1ql3,chr2,13001886,13010864,0.03882617,1.149222329,227580,10p13,389941,C1QL3
Ggnbp1/chr17:27018034-27036378,Ggnbp1,chr17,27018034,27036378,0.03887355,0.786940255,70772,6p21,449520,GGNBP1
Hhip/chr8:79965850-80058008,Hhip,chr8,79965850,80058008,0.038900819,1.139978007,15245,4q28-q32,64399,HHIP
Rngtt/chr4:33310310-33502610,Rngtt,chr4,33310310,33502610,0.038909548,1.119606602,24018,6q16,8732,RNGTT
Faf2/chr13:54621783-54664063,Faf2,chr13,54621783,54664063,0.038924505,0.945005221,76577,5q35.2,23197,FAF2
Bcl7c/chr7:127704977-127708766,Bcl7c,chr7,127704977,127708766,0.038988921,0.914118882,12055,16p11,9274,BCL7C
Kcnh2/chr5:24319588-24351604,Kcnh2,chr5,24319588,24351604,0.039003341,1.108899089,16511,7q36.1,3757,KCNH2
Polr3f/chr2:144527744-144541779,Polr3f,chr2,144527744,144541779,0.039014864,1.097611962,70408,20p11.23,10621,POLR3F
Rpp40/chr13:35895103-35906347,Rpp40,chr13,35895103,35906347,0.039051897,0.889892404,208366,6p25.1,10799,RPP40
Atg16l2/chr7:101289615-101302088,Atg16l2,chr7,101289615,101302088,0.039056588,0.876935649,73683,11q13.4,89849,ATG16L2
Pcnp/chr16:56015507-56029717,Pcnp,chr16,56015507,56029717,0.039086182,1.111153169,76302,3q12.3,57092,PCNP
Gnb2l1/chr11:48800359-48806241,Gnb2l1,chr11,48800359,48806241,0.039111624,0.914508538,14694,5q35.3,10399,GNB2L1
Celf4/chr18:25477619-25753983,Celf4,chr18,25477619,25753983,0.03914076,1.107210888,108013,18q12,56853,CELF4
Pnoc/chr14:65400672-65425472,Pnoc,chr14,65400672,65425472,0.039183339,0.911573381,18155,8p21,5368,PNOC
Tm9sf3/chr19:41210841-41264004,Tm9sf3,chr19,41210841,41264004,0.039194532,1.091125873,107358,10q24.1,56889,TM9SF3
Cldn22/chr8:47824481-47825475,Cldn22,chr8,47824481,47825475,0.039217248,1.278984697,75677,4q35.1,53842,CLDN22
Chrna6/chr8:27403211-27413944,Chrna6,chr8,27403211,27413944,0.039218287,0.822867198,11440,8p11.21,8973,CHRNA6
Bub3/chr7:131560390-131571898,Bub3,chr7,131560390,131571898,0.039226651,0.957452112,12237,10q26,9184,BUB3
Abt1/chr13:23418360-23423866,Abt1,chr13,23418360,23423866,0.039241043,0.863188834,30946,6p22.2,29777,ABT1
Usp1/chr4:98923809-98935533,Usp1,chr4,98923809,98935533,0.039251855,1.094064331,230484,1p31.3,7398,USP1
Cnih/chr14:46775567-46788357,Cnih,chr14,46775567,46788357,0.039327588,1.102987026,12793,14q22.2,10175,CNIH
Tmem170/chr8:111864897-111876675,Tmem170,chr8,111864897,111876675,0.03932767,1.218642651,66817,16q23.1,124491,TMEM170A
Zfp354a/chr11:51059256-51072799,Zfp354a,chr11,51059256,51072799,0.039410119,1.162084915,21408,5q35.3,6940,ZNF354A
1700110I01Rik/chr14:3262401-3783730,1700110I01Rik,chr14,3262401,3783730,0.03941648,0.747032557,NA,NA,NA,NA
Dusp4/chr8:34807609-34819894,Dusp4,chr8,34807609,34819894,0.039429842,0.706260421,319520,8p12-p11,1846,DUSP4
Irs1/chr1:82233104-82291439,Irs1,chr1,82233104,82291439,0.039433276,1.137359945,16367,2q36,3667,IRS1
AI314180/chr4:58800030-58912725,AI314180,chr4,58800030,58912725,0.039488336,1.06083747,230249,9q31.3,23392,KIAA0368
Zfyve19/chr2:119208719-119217050,Zfyve19,chr2,119208719,119217050,0.03953362,0.838406455,72008,15q15.1,84936,ZFYVE19
Gm14327/chr2:177897162-177927850,Gm14327,chr2,177897162,177927850,0.039568063,1.184079806,NA,NA,NA,NA
Tmem123/chr9:7764076-7794332,Tmem123,chr9,7764076,7794332,0.039604086,1.150386964,71929,11q22.1,114908,TMEM123
Abcc1/chr16:14361557-14474878,Abcc1,chr16,14361557,14474878,0.039636455,0.938251176,17250,16p13.1,4363,ABCC1
Zfp808/chr13:62129889-62173936,Zfp808,chr13,62129889,62173936,0.03965604,1.347206925,NA,NA,NA,NA
Haus6/chr4:86581284-86612022,Haus6,chr4,86581284,86612022,0.039685966,1.216181972,230376,9p22.1,54801,HAUS6
Adam1a/chr5:121518603-121521695,Adam1a,chr5,121518603,121521695,0.03968878,0.70064622,NA,NA,NA,NA
Fam78a/chr2:32066884-32083705,Fam78a,chr2,32066884,32083705,0.039818056,0.819155565,241303,9q34,286336,FAM78A
Rad18/chr6:112619850-112696670,Rad18,chr6,112619850,112696670,0.039839357,1.173724852,58186,3p25-p24,56852,RAD18
Fam102b/chr3:108970996-109027607,Fam102b,chr3,108970996,109027607,0.039872587,1.156398893,329739,1p13.3,284611,FAM102B
Fam40b/chr6:29917012-29959680,Fam40b,chr6,29917012,29959680,0.039881056,1.360954158,NA,NA,NA,NA
Dhx38/chr8:109548023-109565601,Dhx38,chr8,109548023,109565601,0.039908497,0.927265413,64340,16q22,9785,DHX38
Dpcr1/chr17:35635754-35643695,Dpcr1,chr17,35635754,35643695,0.039923433,0.716952705,268949,6p21.33,135656,DPCR1
Yme1l1/chr2:23156504-23199260,Yme1l1,chr2,23156504,23199260,0.040046648,1.115065428,27377,10p14,10730,YME1L1
Gm13547/chr2:29761527-29764089,Gm13547,chr2,29761527,29764089,0.040055978,0.75005317,NA,NA,NA,NA
Fzd1/chr5:4753838-4758216,Fzd1,chr5,4753838,4758216,0.040205343,0.831346104,14362,7q21,8321,FZD1
Pias4/chr10:81153965-81167720,Pias4,chr10,81153965,81167720,0.040258129,0.90935072,59004,19p13.3,51588,PIAS4
1810012K16Rik/chr8:22398720-22399591,1810012K16Rik,chr8,22398720,22399591,0.040328961,1.973683674,NA,NA,NA,NA
6330406I15Rik/chr5:149411805-149431703,6330406I15Rik,chr5,149411805,149431703,0.040335915,1.195146835,NA,NA,NA,NA
Dbt/chr3:116513078-116549981,Dbt,chr3,116513078,116549981,0.040379338,1.158314374,13171,1p31,1629,DBT
C730002L08Rik/chr19:20534526-20552330,C730002L08Rik,chr19,20534526,20552330,0.040398253,1.21865523,NA,NA,NA,NA
Cars2/chr8:11514016-11550771,Cars2,chr8,11514016,11550771,0.04040299,0.933171711,71941,13q34,79587,CARS2
Sncb/chr13:54758859-54766440,Sncb,chr13,54758859,54766440,0.040408983,0.918674748,104069,5q35,6620,SNCB
Myo3b/chr2:70039125-70429195,Myo3b,chr2,70039125,70429195,0.040419337,1.381099524,329421,2q31.1-q31.2,140469,MYO3B
Commd9/chr2:101886261-101901639,Commd9,chr2,101886261,101901639,0.040429826,0.894741665,76501,11p13,29099,COMMD9
Trpt1/chr19:6996130-6999046,Trpt1,chr19,6996130,6999046,0.040456701,0.893287445,107328,11q13.1,83707,TRPT1
Zfp607/chr7:27860584-27880825,Zfp607,chr7,27860584,27880825,0.040480516,1.124278124,NA,NA,NA,NA
Ntpcr/chr8:125734202-125748235,Ntpcr,chr8,125734202,125748235,0.040514334,0.889872353,66566,1q42.2,84284,NTPCR
Sharpin/chr15:76347039-76351110,Sharpin,chr15,76347039,76351110,0.040526497,0.90387878,106025,8q24.3,81858,SHARPIN
Sec13/chr6:113728051-113740681,Sec13,chr6,113728051,113740681,0.040527943,0.891663578,110379,3p25-p24,6396,SEC13
Ankrd33b/chr15:31291478-31367759,Ankrd33b,chr15,31291478,31367759,0.04053121,0.832061699,67434,5,651746,ANKRD33B
1700001G11Rik/chr14:66295328-66297129,1700001G11Rik,chr14,66295328,66297129,0.04054554,2.778665137,NA,NA,NA,NA
Lrrc55/chr2:85188070-85196699,Lrrc55,chr2,85188070,85196699,0.040553754,1.178270827,241528,11q12.1,219527,LRRC55
Trim43b/chr9:89084623-89092835,Trim43b,chr9,89084623,89092835,0.040557628,1.229056358,NA,NA,NA,NA
Pygl/chr12:70190814-70227683,Pygl,chr12,70190814,70227683,0.040561668,1.298570856,110095,14q21-q22,5836,PYGL
Ttc23/chr7:67647409-67726576,Ttc23,chr7,67647409,67726576,0.040588035,0.829248229,67009,15q26.3,64927,TTC23
Cr2/chr1:195136810-195176715,Cr2,chr1,195136810,195176715,0.04061619,1.494845353,12902,1q32,1380,CR2
Gm9320/chr17:70875808-70876313,Gm9320,chr17,70875808,70876313,0.040650998,1.394503062,NA,NA,NA,NA
Hnrnpd/chr5:99955935-99978938,Hnrnpd,chr5,99955935,99978938,0.040700497,1.071517772,11991,4q21,3184,HNRNPD
Exoc6b/chr6:84618485-85069513,Exoc6b,chr6,84618485,85069513,0.040747839,1.049907553,75914,2p13.2,23233,EXOC6B
Zfp791/chr8:85109166-85123095,Zfp791,chr8,85109166,85123095,0.040760021,1.118776978,244556,19p13.2,163049,ZNF791
Diap2/chrX:129749741-130465833,Diap2,chrX,129749741,130465833,0.040767359,1.137569557,54004,Xq21.33,1730,DIAPH2
Ccdc90b/chr7:92561148-92582294,Ccdc90b,chr7,92561148,92582294,0.040851134,1.131066416,66365,11q14.1,60492,CCDC90B
Vma21/chrX:71816778-71824706,Vma21,chrX,71816778,71824706,0.040851594,1.138720158,67048,Xq28,203547,VMA21
Pcdha1/chr18:36930284-37187657,Pcdha1,chr18,36930284,37187657,0.040861309,1.090714245,116731,5q31,56147,PCDHA1
Gm6787/chrX:8097086-8106701,Gm6787,chrX,8097086,8106701,0.040919854,2.0378259,NA,NA,NA,NA
Frmd8/chr19:5850973-5875208,Frmd8,chr19,5850973,5875208,0.040932947,0.935212188,67457,11q13,83786,FRMD8
Fzd2/chr11:102604430-102608058,Fzd2,chr11,102604430,102608058,0.040955516,0.808058568,57265,17q21.1,2535,FZD2
Rnd2/chr11:101468337-101471306,Rnd2,chr11,101468337,101471306,0.040977811,0.923262188,11858,17q21,8153,RND2
Pgap3/chr11:98388671-98400490,Pgap3,chr11,98388671,98400490,0.040994237,0.887957273,320655,17q12,93210,PGAP3
Maf/chr8:115703252-115706894,Maf,chr8,115703252,115706894,0.040998323,1.142128249,17132,16q22-q23,4094,MAF
Dedd/chr1:171329144-171342501,Dedd,chr1,171329144,171342501,0.041007172,0.933651123,21945,1q23.3,9191,DEDD
Lhpp/chr7:132610642-132706419,Lhpp,chr7,132610642,132706419,0.041042887,0.862979468,76429,10q26.13,64077,LHPP
Dctn2/chr10:127266261-127281959,Dctn2,chr10,127266261,127281959,0.041046939,0.909790522,69654,12q13.3,10540,DCTN2
Zfp954/chr7:7114682-7121476,Zfp954,chr7,7114682,7121476,0.041147338,0.909606833,NA,NA,NA,NA
Slc4a7/chr14:14703024-14799943,Slc4a7,chr14,14703024,14799943,0.041166488,1.129243463,218756,3p22,9497,SLC4A7
Apitd1/chr4:149128348-149137600,Apitd1,chr4,149128348,149137600,0.041170841,1.172804109,69928,1,378708,APITD1
BC067068/chr10:105763184-105841380,BC067068,chr10,105763184,105841380,0.04123341,1.183588628,NA,NA,NA,NA
Fyttd1/chr16:32877783-32908963,Fyttd1,chr16,32877783,32908963,0.041291364,1.115124879,69823,3q29,84248,FYTTD1
Itgb2/chr10:77530347-77565674,Itgb2,chr10,77530347,77565674,0.041318636,1.208687394,16414,21q22.3,3689,ITGB2
Lamp2/chrX:38405063-38456455,Lamp2,chrX,38405063,38456455,0.041339203,1.115753569,16784,Xq24,3920,LAMP2
Syne2/chr12:75818317-76110928,Syne2,chr12,75818317,76110928,0.041339795,0.918199328,319565,14q23.2,23224,SYNE2
Agl/chr3:116739998-116808166,Agl,chr3,116739998,116808166,0.04134234,1.125006676,77559,1p21,178,AGL
0610011F06Rik/chr17:25875499-25877163,0610011F06Rik,chr17,25875499,25877163,0.0413532,0.888126859,68347,16p13.3,84326,C16orf13
Usp37/chr1:74435509-74544286,Usp37,chr1,74435509,74544286,0.041360892,1.092440791,319651,2q35,57695,USP37
Pros1/chr16:62854333-62929340,Pros1,chr16,62854333,62929340,0.041374396,1.166600982,19128,3q11.2,5627,PROS1
Fads3/chr19:10041547-10059671,Fads3,chr19,10041547,10059671,0.041460582,0.922881169,60527,11q12-q13.1,3995,FADS3
Pik3cg/chr12:32173396-32208649,Pik3cg,chr12,32173396,32208649,0.041557245,1.267699174,30955,7q22.3,5294,PIK3CG
BC016495/chr19:18632015-18652184,BC016495,chr19,18632015,18652184,0.041579825,1.119417064,NA,NA,NA,NA
Cachd1/chr4:100776678-101003748,Cachd1,chr4,100776678,101003748,0.041619368,0.908514101,320508,1p31.3,57685,CACHD1
Tcf19/chr17:35512734-35516824,Tcf19,chr17,35512734,35516824,0.041635851,0.912583393,106795,6p21.3,6941,TCF19
Fam110b/chr4:5644178-5799944,Fam110b,chr4,5644178,5799944,0.041666076,0.901087165,242297,8q12.1,90362,FAM110B
Zfp827/chr8:79028436-79193766,Zfp827,chr8,79028436,79193766,0.041709242,1.141327929,622675,4q31.22,152485,ZNF827
Hmha1/chr10:80016671-80031471,Hmha1,chr10,80016671,80031471,0.041715336,0.787378316,70719,19p13.3,23526,HMHA1
Eif4a3/chr11:119288362-119300043,Eif4a3,chr11,119288362,119300043,0.041773084,0.916393478,192170,17q25.3,9775,EIF4A3
Nit1/chr1:171342236-171345645,Nit1,chr1,171342236,171345645,0.04177527,0.890805038,27045,1q21-q22,4817,NIT1
Sfxn1/chr13:54071844-54108345,Sfxn1,chr13,54071844,54108345,0.041785701,1.04978883,14057,5q35.3,94081,SFXN1
A330041J22Rik/chr9:86695441-86701253,A330041J22Rik,chr9,86695441,86701253,0.041793364,1.581225358,NA,NA,NA,NA
Ndufs2/chr1:171234859-171247112,Ndufs2,chr1,171234859,171247112,0.041802657,0.914046082,226646,1q23,4720,NDUFS2
Arfgap2/chr2:91265114-91277371,Arfgap2,chr2,91265114,91277371,0.041848667,0.927684585,77038,11p11.2-p11.12,84364,ARFGAP2
Pcdha8/chr18:36992466-37187657,Pcdha8,chr18,36992466,37187657,0.041851475,1.090994804,353235,5q31,9752,PCDHA9
Ccdc137/chr11:120458128-120464353,Ccdc137,chr11,120458128,120464353,0.041856506,0.897572042,67291,17q25.3,339230,CCDC137
St3gal3/chr4:117932152-118134914,St3gal3,chr4,117932152,118134914,0.041886649,1.072667643,20441,1p34.1,6487,ST3GAL3
Anapc10/chr8:79711819-79777321,Anapc10,chr8,79711819,79777321,0.04194182,1.082977107,68999,4q31,10393,ANAPC10
1700093K21Rik/chr11:23516202-23519942,1700093K21Rik,chr11,23516202,23519942,0.041942199,2.03687098,67358,2p15,339804,C2orf74
Zfp944/chr17:22337988-22361400,Zfp944,chr17,22337988,22361400,0.041974332,1.110625569,NA,NA,NA,NA
Pvrl3/chr16:46394857-46496967,Pvrl3,chr16,46394857,46496967,0.041997385,1.203138306,58998,3q13,25945,PVRL3
Phf15/chr11:51813455-51857481,Phf15,chr11,51813455,51857481,0.042056512,0.840294461,76901,5q31.1,23338,PHF15
Arfrp1/chr2:181357689-181365404,Arfrp1,chr2,181357689,181365404,0.042101959,0.939341551,76688,20q13.3,10139,ARFRP1
Pcdhb18/chr18:37489464-37494503,Pcdhb18,chr18,37489464,37494503,0.042115366,1.243512056,93889,5q31,56126,PCDHB10
Ap4b1/chr3:103809516-103822025,Ap4b1,chr3,103809516,103822025,0.042126697,0.888966347,67489,1p13.2,10717,AP4B1
Gm6300/chr3:14363209-14377566,Gm6300,chr3,14363209,14377566,0.042141609,1.311897617,NA,NA,NA,NA
Kdm5a/chr6:120364098-120444574,Kdm5a,chr6,120364098,120444574,0.04221887,1.075772158,214899,12p11,5927,KDM5A
Liph/chr16:21953817-21995542,Liph,chr16,21953817,21995542,0.042251396,1.452239793,239759,3q27,200879,LIPH
Zcchc2/chr1:105990405-106034079,Zcchc2,chr1,105990405,106034079,0.042270862,1.103580942,227449,18q21.33,54877,ZCCHC2
Ier2/chr8:84661330-84662852,Ier2,chr8,84661330,84662852,0.04229527,0.665032746,15936,19p13.2,9592,IER2
Ggnbp2/chr11:84832360-84870738,Ggnbp2,chr11,84832360,84870738,0.042340085,1.080945475,217039,17q12,79893,GGNBP2
Cdc37l1/chr19:28990493-29017569,Cdc37l1,chr19,28990493,29017569,0.042358126,0.924281522,67072,9p24.1,55664,CDC37L1
Rab40c/chr17:25882113-25919714,Rab40c,chr17,25882113,25919714,0.042358918,0.913782435,224624,16p13.3,57799,RAB40C
BC017643/chr11:121222588-121229309,BC017643,chr11,121222588,121229309,0.042414102,0.898176446,217370,17q25.3,79415,C17orf62
Sh3rf2/chr18:42053709-42158695,Sh3rf2,chr18,42053709,42158695,0.042527977,2.180818817,269016,5q32,153769,SH3RF2
Ppme1/chr7:100326736-100371896,Ppme1,chr7,100326736,100371896,0.042567588,0.938486168,72590,11q13.4,51400,PPME1
Neurl2/chr2:164830729-164833596,Neurl2,chr2,164830729,164833596,0.042594819,1.252036456,415115,20q13.12,140825,NEURL2
Ppil2/chr16:17086555-17111252,Ppil2,chr16,17086555,17111252,0.042600766,0.926790037,66053,22q11.21,23759,PPIL2
Vrk1/chr12:106010262-106077410,Vrk1,chr12,106010262,106077410,0.042643044,1.099367161,22367,14q32,7443,VRK1
Brpf1/chr6:113307196-113324704,Brpf1,chr6,113307196,113324704,0.042740636,0.927547671,78783,3p26-p25,7862,BRPF1
Yipf2/chr9:21588681-21592831,Yipf2,chr9,21588681,21592831,0.042784391,0.857380944,74766,19p13.2,78992,YIPF2
Rnf214/chr9:45863690-45906877,Rnf214,chr9,45863690,45906877,0.042815076,0.949279809,235315,11q23.3,257160,RNF214
Rgs9/chr11:109225354-109298181,Rgs9,chr11,109225354,109298181,0.042830459,1.910569053,19739,17q24,8787,RGS9
Dad1/chr14:54235484-54253929,Dad1,chr14,54235484,54253929,0.042836908,0.91917084,13135,14q11.2,1603,DAD1
Chst7/chrX:20059569-20097520,Chst7,chrX,20059569,20097520,0.042913943,0.741091828,60322,Xp11.23,56548,CHST7
Prdm11/chr2:92974905-93046144,Prdm11,chr2,92974905,93046144,0.042948062,0.789563011,100504245,11p11,56981,PRDM11
Ccdc127/chr13:74350316-74365783,Ccdc127,chr13,74350316,74365783,0.042950051,1.082788884,67433,5p15.33,133957,CCDC127
Bcl11a/chr11:24078055-24173558,Bcl11a,chr11,24078055,24173558,0.042995676,0.947484736,14025,2p16.1,53335,BCL11A
Snx17/chr5:31193303-31198900,Snx17,chr5,31193303,31198900,0.043071468,0.912165437,266781,2p23-p22,9784,SNX17
Scnn1g/chr7:121734506-121768477,Scnn1g,chr7,121734506,121768477,0.043076178,0.787009562,20278,16p12,6340,SCNN1G
Fcrl6/chr1:172596639-172602551,Fcrl6,chr1,172596639,172602551,0.043115433,1.304988476,677296,1q23.2,343413,FCRL6
Pramef8/chr4:143412425-143421087,Pramef8,chr4,143412425,143421087,0.043148549,1.061533806,242736,1p36.21,391002,PRAMEF8
Mllt4/chr17:13760540-13905794,Mllt4,chr17,13760540,13905794,0.043165533,1.087119666,17356,6q27,4301,MLLT4
Itgb4/chr11:115974724-116008411,Itgb4,chr11,115974724,116008411,0.043305288,0.79078704,192897,17q25,3691,ITGB4
Lrp6/chr6:134446477-134566913,Lrp6,chr6,134446477,134566913,0.043309232,1.090396812,16974,12p13.2,4040,LRP6
Dpy19l3/chr7:35685499-35754454,Dpy19l3,chr7,35685499,35754454,0.043311164,1.103893105,233115,19q13.11,147991,DPY19L3
Sorbs1/chr19:40292039-40513812,Sorbs1,chr19,40292039,40513812,0.04331211,1.061306973,20411,10q23.33,10580,SORBS1
Dok7/chr5:35057083-35087831,Dok7,chr5,35057083,35087831,0.043316833,0.894207259,231134,4p16.3,285489,DOK7
Reep2/chr18:34840588-34847463,Reep2,chr18,34840588,34847463,0.04344373,0.936639041,225362,5q31,51308,REEP2
Cgrrf1/chr14:46832243-46854190,Cgrrf1,chr14,46832243,46854190,0.0434782,1.159240803,68755,14q22.2,10668,CGRRF1
Mark3/chr12:111574509-111656227,Mark3,chr12,111574509,111656227,0.043485932,1.065183526,17169,14q32.3,4140,MARK3
Nudt21/chr8:94019402-94037039,Nudt21,chr8,94019402,94037039,0.043521158,0.921499448,68219,16q12.2,11051,NUDT21
BC094916/chr1:173521310-173535957,BC094916,chr1,173521310,173535957,0.04353094,0.651220641,NA,NA,NA,NA
Mdm1/chr10:118141786-118168999,Mdm1,chr10,118141786,118168999,0.043539796,1.148334488,17245,12q15,56890,MDM1
Txnip/chr3:96557956-96561857,Txnip,chr3,96557956,96561857,0.043563784,0.741736714,56338,1q21.1,10628,TXNIP
Smurf2/chr11:106820063-106920715,Smurf2,chr11,106820063,106920715,0.043575673,1.107530376,66313,17q22-q23,64750,SMURF2
Gm5567/chr6:40110252-40248353,Gm5567,chr6,40110252,40248353,0.043607009,0.876625898,NA,NA,NA,NA
Papolg/chr11:23862645-23895270,Papolg,chr11,23862645,23895270,0.043613685,1.151200587,216578,2p16.1,64895,PAPOLG
BC089491/chr7:28284651-28291134,BC089491,chr7,28284651,28291134,0.04365777,1.695149153,280621,19q13.2,348303,SELV
Tacc2/chr7:130577483-130764784,Tacc2,chr7,130577483,130764784,0.043660018,0.930878286,57752,10q26,10579,TACC2
Xpo7/chr14:70654245-70766628,Xpo7,chr14,70654245,70766628,0.043664195,1.056614222,65246,8p21,23039,XPO7
Kti12/chr4:108847856-108849412,Kti12,chr4,108847856,108849412,0.043682454,0.864981294,100087,1p32.3,112970,KTI12
Entpd7/chr19:43689688-43733853,Entpd7,chr19,43689688,43733853,0.043690175,1.158797616,93685,10q23-q24,57089,ENTPD7
Ncoa1/chr12:4247361-4477182,Ncoa1,chr12,4247361,4477182,0.043730595,1.06203795,17977,2p23,8648,NCOA1
1700007J10Rik/chr11:59725916-59740154,1700007J10Rik,chr11,59725916,59740154,0.043733124,1.801764409,NA,NA,NA,NA
Ebag9/chr15:44619640-44641026,Ebag9,chr15,44619640,44641026,0.043874212,1.10743254,55960,8q23,9166,EBAG9
Ccdc50/chr16:27388976-27452218,Ccdc50,chr16,27388976,27452218,0.043902386,1.118821323,67501,3q28,152137,CCDC50
Pim3/chr15:88862193-88865726,Pim3,chr15,88862193,88865726,0.043949643,0.88154135,223775,22,415116,PIM3
Txlng/chrX:162778918-162829399,Txlng,chrX,162778918,162829399,0.043966761,1.126644772,353170,Xp22.2,55787,TXLNG
Clic1/chr17:35050242-35058719,Clic1,chr17,35050242,35058719,0.043992889,1.143761418,114584,6p21.3,1192,CLIC1
Fam175a/chr5:100804801-100820935,Fam175a,chr5,100804801,100820935,0.044001699,1.131949532,70681,4q21.23,84142,FAM175A
