GeneInfo,GeneID,Chr,Start,Stop,permPval_Del,FoldChange
C5orf54/chr5:159820154-159827060,C5orf54,chr5,159820154,159827060,0.029745042,0.620827217
NUSAP1/chr15:41624891-41673248,NUSAP1,chr15,41624891,41673248,0.029766123,0.768132097
CBX3/chr7:26240830-26253227,CBX3,chr7,26240830,26253227,0.029767839,0.850949381
ELMOD3/chr2:85581842-85618875,ELMOD3,chr2,85581842,85618875,0.029803697,0.836226128
TOP1P1/chr1:171308034-171310463,TOP1P1,chr1,171308034,171310463,0.029833783,0.736796533
TPRG1L/chr1:3541555-3546694,TPRG1L,chr1,3541555,3546694,0.029838022,1.226651363
APAF1/chr12:99039077-99129211,APAF1,chr12,99039077,99129211,0.029844291,0.732091689
RPS10/chr6:34385230-34393902,RPS10,chr6,34385230,34393902,0.029889727,1.225278982
CDAN1/chr15:43015759-43029417,CDAN1,chr15,43015759,43029417,0.029901751,0.891511708
POMT2/chr14:77741298-77787225,POMT2,chr14,77741298,77787225,0.030042918,0.796448348
C5orf24/chr5:134181369-134195425,C5orf24,chr5,134181369,134195425,0.030042918,0.860075807
PDRG1/chr20:30532757-30539883,PDRG1,chr20,30532757,30539883,0.030090271,1.163146178
OCEL1/chr19:17337054-17340028,OCEL1,chr19,17337054,17340028,0.030236953,1.226952842
RHOV/chr15:41164411-41166487,RHOV,chr15,41164411,41166487,0.030237269,1.689413295
CCDC99/chr5:169010637-169031781,CCDC99,chr5,169010637,169031781,0.030259366,0.740710688
H2AFX/chr11:118964584-118966177,H2AFX,chr11,118964584,118966177,0.03030303,0.683341144
FAM208B/chr10:5726800-5805703,FAM208B,chr10,5726800,5805703,0.030346821,0.905424752
SPC24/chr19:11257830-11266484,SPC24,chr19,11257830,11266484,0.030425963,0.773427971
CHD1L/chr1:146714290-146767447,CHD1L,chr1,146714290,146767447,0.030612245,0.835946149
HSD17B4/chr5:118788137-118878030,HSD17B4,chr5,118788137,118878030,0.030643514,0.762911239
FAM103A1/chr15:83654954-83659809,FAM103A1,chr15,83654954,83659809,0.030782762,1.133463346
CRLF3/chr17:29109701-29151778,CRLF3,chr17,29109701,29151778,0.030791789,0.828960888
CDC6/chr17:38444145-38459413,CDC6,chr17,38444145,38459413,0.030791789,0.691161691
NAA40/chr11:63706441-63724446,NAA40,chr11,63706441,63724446,0.030794406,0.776471168
DNAJC13/chr3:132136552-132257876,DNAJC13,chr3,132136552,132257876,0.030850595,0.806840187
NECAP2/chr1:16767166-16786584,NECAP2,chr1,16767166,16786584,0.030864198,1.328594992
SMA4/chr5:69434688-69586004,SMA4,chr5,69434688,69586004,0.031000886,0.688839597
SPDYE2/chr7:102191678-102301847,SPDYE2,chr7,102191678,102301847,0.031065089,0.65471714
TNPO1/chr5:72112417-72210215,TNPO1,chr5,72112417,72210215,0.03115727,0.743275652
ITGB3/chr17:45331207-45390077,ITGB3,chr17,45331207,45390077,0.031166518,0.428989877
RPS10-NUDT3/chr6:34254972-34393902,RPS10-NUDT3,chr6,34254972,34393902,0.031194296,1.227116872
NCAPD2/chr12:6603297-6641132,NCAPD2,chr12,6603297,6641132,0.031245328,0.764595874
IQGAP3/chr1:156495196-156542396,IQGAP3,chr1,156495196,156542396,0.031277927,0.710860382
CAPZA1/chr1:113162074-113214241,CAPZA1,chr1,113162074,113214241,0.031296572,0.836066763
XPO1/chr2:61705068-61765418,XPO1,chr2,61705068,61765418,0.031301237,0.784244844
GTF2I/chr7:74072029-74175022,GTF2I,chr7,74072029,74175022,0.031437126,0.875798079
SCML2/chrX:18257432-18372844,SCML2,chrX,18257432,18372844,0.031484258,0.567874635
TRIM28/chr19:59055835-59062082,TRIM28,chr19,59055835,59062082,0.031531532,0.884524549
HNRNPUL2-BSCL2/chr11:62457733-62494856,HNRNPUL2-BSCL2,chr11,62457733,62494856,0.031583697,0.871856945
CLSPN/chr1:36197712-36235551,CLSPN,chr1,36197712,36235551,0.031626506,0.718221808
FANCI/chr15:89787193-89860362,FANCI,chr15,89787193,89860362,0.031674208,0.763916658
EP400/chr12:132434464-132565011,EP400,chr12,132434464,132565011,0.031770045,0.813555539
RPL18A/chr19:17970730-17974124,RPL18A,chr19,17970730,17974124,0.031770045,1.202858521
PPP1R3E/chr14:23765111-23772057,PPP1R3E,chr14,23765111,23772057,0.031827827,0.621004758
MCM4/chr8:48872762-48890719,MCM4,chr8,48872762,48890719,0.031860859,0.701033802
WDR36/chr5:110427869-110466200,WDR36,chr5,110427869,110466200,0.031861629,0.811251655
ANKHD1/chr5:139781398-139919441,ANKHD1,chr5,139781398,139919441,0.03196347,0.899946034
BDP1/chr5:70751441-70863649,BDP1,chr5,70751441,70863649,0.032007316,0.798976676
EARS2/chr16:23533333-23568696,EARS2,chr16,23533333,23568696,0.032012195,0.78386373
FAM82B/chr8:87484577-87521009,FAM82B,chr8,87484577,87521009,0.032041501,0.883535626
RAP1GDS1/chr4:99182526-99365012,RAP1GDS1,chr4,99182526,99365012,0.032159265,0.788598681
BORA/chr13:73302041-73330328,BORA,chr13,73302041,73330328,0.032178976,0.806919318
ENG/chr9:130577290-130617047,ENG,chr9,130577290,130617047,0.032188841,2.02603455
MGC12982/chr1:47897806-47900313,MGC12982,chr1,47897806,47900313,0.032248157,0.625276064
FGFR1OP/chr6:167412815-167454066,FGFR1OP,chr6,167412815,167454066,0.032307692,0.797881882
INTS3/chr1:153700566-153746555,INTS3,chr1,153700566,153746555,0.032317636,0.816203347
PRPF4B/chr6:4021568-4065217,PRPF4B,chr6,4021568,4065217,0.032353399,0.836053354
TTC3P1/chrX:74960372-74962914,TTC3P1,chrX,74960372,74962914,0.03245248,0.689651954
PIP4K2B/chr17:36921943-36956158,PIP4K2B,chr17,36921943,36956158,0.032700093,0.850254957
GUSBP3/chr5:68935289-69006272,GUSBP3,chr5,68935289,69006272,0.032700093,0.697849987
RP2/chrX:46696346-46741791,RP2,chrX,46696346,46741791,0.0328125,0.73014702
KAT2B/chr3:20081523-20195896,KAT2B,chr3,20081523,20195896,0.03286385,0.799726598
SMN2/chr5:69345349-70248842,SMN2,chr5,69345349,70248842,0.033050047,0.738636652
HLA-B/chr6:2615164-31324989,HLA-B,chr6,2615164,31324989,0.033050047,1.210764561
SLFN13/chr17:33762114-33775856,SLFN13,chr17,33762114,33775856,0.033164877,0.558252238
NPHP3-ACAD11/chr3:132276981-132441303,NPHP3-ACAD11,chr3,132276981,132441303,0.033180597,0.740864817
ACAD11/chr3:132276981-132378975,ACAD11,chr3,132276981,132378975,0.033212083,0.769909777
UGDH/chr4:39500374-39529218,UGDH,chr4,39500374,39529218,0.033333333,0.695023146
DTWD2/chr5:118172568-118324240,DTWD2,chr5,118172568,118324240,0.033428844,0.744464147
ZNF581/chr19:56154985-56156989,ZNF581,chr19,56154985,56156989,0.033434167,1.280882516
GDPD3/chr16:30116130-30124878,GDPD3,chr16,30116130,30124878,0.033621518,0.533409628
TMEM116/chr12:112369086-112451023,TMEM116,chr12,112369086,112451023,0.033653846,0.710877693
QSER1/chr11:32914791-33001814,QSER1,chr11,32914791,33001814,0.033707865,0.829468158
MRPS31/chr13:41303431-41345347,MRPS31,chr13,41303431,41345347,0.033707865,0.846924161
TBC1D22A/chr22:47158517-47571342,TBC1D22A,chr22,47158517,47571342,0.033707865,1.121821352
SCARF1/chr17:1537151-1549041,SCARF1,chr17,1537151,1549041,0.033762058,2.896520909
PTRF/chr17:40554466-40575338,PTRF,chr17,40554466,40575338,0.03378922,2.052087763
ACSL5/chr10:114133915-114188138,ACSL5,chr10,114133915,114188138,0.033816425,0.872854096
DDX11/chr12:31226778-31257725,DDX11,chr12,31226778,31257725,0.033821871,0.73889565
KRT86/chr12:52695648-52702947,KRT86,chr12,52695648,52702947,0.033821871,2.070810403
PPIL2/chr22:22020272-22052202,PPIL2,chr22,22020272,22052202,0.033925687,0.854887243
SCAF4/chr21:33043312-33104431,SCAF4,chr21,33043312,33104431,0.034035656,0.863216709
SAP30L/chr5:153825516-153840613,SAP30L,chr5,153825516,153840613,0.03411306,0.870501778
PIGU/chr20:33148345-33265089,PIGU,chr20,33148345,33265089,0.034201954,0.850771762
MEX3B/chr15:82334127-82338361,MEX3B,chr15,82334127,82338361,0.034257749,0.468330062
C4orf21/chr4:113460488-113558151,C4orf21,chr4,113460488,113558151,0.034353018,0.760675592
ARMC10/chr7:102715327-102740210,ARMC10,chr7,102715327,102740210,0.034386769,0.850661142
PPWD1/chr5:64859062-64883376,PPWD1,chr5,64859062,64883376,0.03442623,0.841057854
RAMP2/chr17:40913211-40915060,RAMP2,chr17,40913211,40915060,0.034482759,0.519646081
C9orf40/chr9:77561498-77567802,C9orf40,chr9,77561498,77567802,0.034539474,0.792094675
AHCTF1/chr1:247002401-247094726,AHCTF1,chr1,247002401,247094726,0.034596376,0.825450547
TBK1/chr12:64845839-64895899,TBK1,chr12,64845839,64895899,0.034596376,0.862691033
CN5H6.4/chr22:46691039-46692557,CN5H6.4,chr22,46691039,46692557,0.034596376,0.757912088
NIF3L1/chr2:201754049-201768655,NIF3L1,chr2,201754049,201768655,0.034602076,0.817509451
ITFG2/chr12:2921786-2934237,ITFG2,chr12,2921786,2934237,0.034768212,0.83183552
MEGF8/chr19:42829760-42882921,MEGF8,chr19,42829760,42882921,0.034785489,0.837271348
C17orf85/chr17:3710044-3749545,C17orf85,chr17,3710044,3749545,0.034825871,0.881689015
MAP1LC3B2/chr12:116997185-117014425,MAP1LC3B2,chr12,116997185,117014425,0.034883721,1.217486065
COCH/chr14:31343740-31359822,COCH,chr14,31343740,31359822,0.035175879,0.69838034
FAM98A/chr2:33808728-33824362,FAM98A,chr2,33808728,33824362,0.035175879,0.784830817
SPIN4/chrX:62567106-62571218,SPIN4,chrX,62567106,62571218,0.035211268,0.633978558
FBXO41/chr2:73481809-73496758,FBXO41,chr2,73481809,73496758,0.035383319,0.781910122
MRFAP1L1/chr4:6709428-6711606,MRFAP1L1,chr4,6709428,6711606,0.035413153,0.891593027
RFC5/chr12:118454505-118470042,RFC5,chr12,118454505,118470042,0.035472973,0.749605909
XYLB/chr3:38388250-38456467,XYLB,chr3,38388250,38456467,0.035532995,0.628448006
ADNP2/chr18:77866914-77898228,ADNP2,chr18,77866914,77898228,0.035575131,1.310492785
NUP98/chr11:3696239-3819022,NUP98,chr11,3696239,3819022,0.035665761,0.83105011
ARHGAP33/chr19:36266416-36279724,ARHGAP33,chr19,36266416,36279724,0.03567788,0.669557275
BEND6/chr6:56819772-56892142,BEND6,chr6,56819772,56892142,0.035714286,0.613853373
CETN3/chr5:89689528-89705603,CETN3,chr5,89689528,89705603,0.035775128,0.769914868
RBL1/chr20:35626177-35724410,RBL1,chr20,35626177,35724410,0.035836177,0.72850871
RBBP7/chrX:16862774-16888534,RBBP7,chrX,16862774,16888534,0.035836177,0.849373922
DPCD/chr10:103348088-103369410,DPCD,chr10,103348088,103369410,0.035958904,1.254254313
RWDD4/chr4:184560788-184580331,RWDD4,chr4,184560788,184580331,0.036144578,0.863454019
LZTR1/chr22:21336557-21353326,LZTR1,chr22,21336557,21353326,0.036188179,0.832748205
SHPRH/chr6:146205944-146285233,SHPRH,chr6,146205944,146285233,0.036188179,0.770345938
TBC1D5/chr3:17198653-17784240,TBC1D5,chr3,17198653,17784240,0.036231884,0.804235781
EML4/chr2:42396489-42559688,EML4,chr2,42396489,42559688,0.03626943,0.759296903
MKL2/chr16:14165195-14360630,MKL2,chr16,14165195,14360630,0.03633218,0.769305446
ZNF692/chr1:249144202-249153315,ZNF692,chr1,249144202,249153315,0.036357341,0.722931443
SLC46A1/chr17:26721660-26733230,SLC46A1,chr17,26721660,26733230,0.036369934,0.757509264
ITIH4/chr3:52847005-52864717,ITIH4,chr3,52847005,52864717,0.036458333,0.535190288
SNX10/chr7:26331514-26413949,SNX10,chr7,26331514,26413949,0.036458333,0.641509013
ATPAF1/chr1:47100710-47134099,ATPAF1,chr1,47100710,47134099,0.036649215,0.860438121
SULT1A3/chr16:29471206-30215650,SULT1A3,chr16,29471206,30215650,0.036713287,0.758864817
ACAD10/chr12:112123856-112194911,ACAD10,chr12,112123856,112194911,0.036777583,0.877331737
HOXC4/chr12:54410641-54449814,HOXC4,chr12,54410641,54449814,0.036796916,0.586549533
DMC1/chr22:38914953-38966189,DMC1,chr22,38914953,38966189,0.036971831,0.738495212
FAM173B/chr5:10226437-10250014,FAM173B,chr5,10226437,10250014,0.036971831,0.695529297
SMA5/chr5:69776869-69881549,SMA5,chr5,69776869,69881549,0.036971831,0.684611232
KIFC1/chr6:4591539-33377699,KIFC1,chr6,4591539,33377699,0.036971831,0.768638653
RRM2/chr2:10262694-10271546,RRM2,chr2,10262694,10271546,0.037037037,0.641135798
GOLGA8G/chr15:28623783-28778143,GOLGA8G,chr15,28623783,28778143,0.037102473,0.731940586
SPATA2L/chr16:89762764-89768121,SPATA2L,chr16,89762764,89768121,0.037102473,1.246096395
PRPF38B/chr1:109234931-109244422,PRPF38B,chr1,109234931,109244422,0.037168142,0.85529163
ATF6B/chr6:3362218-32096017,ATF6B,chr6,3362218,32096017,0.037234043,0.852465258
GPLD1/chr6:24428404-24489850,GPLD1,chr6,24428404,24489850,0.037234043,0.556271395
GUSBP2/chr6:26839265-26924333,GUSBP2,chr6,26839265,26924333,0.037286932,0.739585836
LEO1/chr15:52230221-52263958,LEO1,chr15,52230221,52263958,0.037326697,0.817700106
SCFD1/chr14:31091520-31205018,SCFD1,chr14,31091520,31205018,0.037366548,0.847978518
CELP/chr9:135957925-135962478,CELP,chr9,135957925,135962478,0.037366548,0.501180094
LOC341056/chr11:122888273-122890319,LOC341056,chr11,122888273,122890319,0.037459864,0.6920968
SMC5/chr9:72873877-72969789,SMC5,chr9,72873877,72969789,0.0375,0.764770889
SLC4A7/chr3:27414213-27498245,SLC4A7,chr3,27414213,27498245,0.037796976,0.727126218
MYCL1/chr1:40361095-40367687,MYCL1,chr1,40361095,40367687,0.037892458,2.043892628
GIN1/chr5:102421703-102455842,GIN1,chr5,102421703,102455842,0.037974684,0.757556297
RPS9/chr19:54704725-54711515,RPS9,chr19,54704725,54711515,0.038181818,1.168572139
RG9MTD2/chr4:100467863-100485189,RG9MTD2,chr4,100467863,100485189,0.038181818,0.785043552
UBE2NL/chrX:142967172-142968357,UBE2NL,chrX,142967172,142968357,0.038377193,0.548637657
GPR75-ASB3/chr2:53897449-54087170,GPR75-ASB3,chr2,53897449,54087170,0.038461538,0.852681429
ZNF512B/chr20:62588054-62601218,ZNF512B,chr20,62588054,62601218,0.038482683,0.814968266
EIF2C3/chr1:36396682-36522063,EIF2C3,chr1,36396682,36522063,0.03853211,0.834835251
ATG2B/chr14:96747594-96829678,ATG2B,chr14,96747594,96829678,0.038602941,0.869495188
THADA/chr2:43457974-43823185,THADA,chr2,43457974,43823185,0.038602941,0.816344987
GSTO1/chr10:106013951-106027222,GSTO1,chr10,106013951,106027222,0.038674033,1.158325346
SDHAP1/chr3:195686791-195717150,SDHAP1,chr3,195686791,195717150,0.038674033,0.804478445
C7orf53/chr7:112120907-112130943,C7orf53,chr7,112120907,112130943,0.038674033,1.477951564
GEMIN5/chr5:154266975-154317776,GEMIN5,chr5,154266975,154317776,0.039055235,0.781984843
C9orf156/chr9:100666771-100684852,C9orf156,chr9,100666771,100684852,0.039252336,1.217094755
TRAIP/chr3:49866027-49893992,TRAIP,chr3,49866027,49893992,0.039325843,0.824360398
TMPO/chr12:98909350-98944157,TMPO,chr12,98909350,98944157,0.039399625,0.775454095
TFDP1/chr13:114239002-114295788,TFDP1,chr13,114239002,114295788,0.039399625,0.795959084
SRSF1/chr17:56078279-56084707,SRSF1,chr17,56078279,56084707,0.039399625,0.842895735
RFC4/chr3:186507681-186524484,RFC4,chr3,186507681,186524484,0.039399625,0.792413355
RCCD1/chr15:91498105-91506355,RCCD1,chr15,91498105,91506355,0.039473684,0.829034672
TEN1/chr17:73975297-73996667,TEN1,chr17,73975297,73996667,0.039473684,1.232495916
NAPEPLD/chr7:102740022-102789569,NAPEPLD,chr7,102740022,102789569,0.039473684,0.755971351
FTCD/chr21:47556175-47575481,FTCD,chr21,47556175,47575481,0.039548023,2.168123425
TOPBP1/chr3:133319448-133380737,TOPBP1,chr3,133319448,133380737,0.039548023,0.792755485
ATAT1/chr6:1887519-30614598,ATAT1,chr6,1887519,30614598,0.039548023,0.806249246
TAF4/chr20:60549853-60640866,TAF4,chr20,60549853,60640866,0.039622642,0.842437278
SPDYE2L/chr7:102191678-102301847,SPDYE2L,chr7,102191678,102301847,0.039622642,0.65471714
PNN/chr14:39644386-39652422,PNN,chr14,39644386,39652422,0.039697543,0.852945144
C15orf37/chr15:80215112-80217196,C15orf37,chr15,80215112,80217196,0.039697543,1.357861634
ZNF673/chrX:46306623-46334074,ZNF673,chrX,46306623,46334074,0.039697543,0.853828694
ZNF23/chr16:71481502-71496117,ZNF23,chr16,71481502,71496117,0.039848197,0.796461098
ETNK1/chr12:22778075-22843608,ETNK1,chr12,22778075,22843608,0.04,0.802978369
LOC388588/chr1:3689351-3692546,LOC388588,chr1,3689351,3692546,0.040076336,1.968908852
SMEK1/chr14:91923955-91976644,SMEK1,chr14,91923955,91976644,0.040152964,0.929276136
GINS4/chr8:41386724-41402565,GINS4,chr8,41386724,41402565,0.040152964,0.704253618
ZNF236/chr18:74536115-74682682,ZNF236,chr18,74536115,74682682,0.040384615,0.781964233
ANKHD1-EIF4EBP3/chr5:139781398-139929163,ANKHD1-EIF4EBP3,chr5,139781398,139929163,0.040392383,0.894294526
MASTL/chr10:27443752-27475848,MASTL,chr10,27443752,27475848,0.040618956,0.865267432
CEP85/chr1:26560692-26605299,CEP85,chr1,26560692,26605299,0.040697674,0.819832377
CD97/chr19:14491955-14519537,CD97,chr19,14491955,14519537,0.040697674,1.195420353
ASB3/chr2:53897116-54014146,ASB3,chr2,53897116,54014146,0.040697674,0.86271545
MSL3P1/chr2:234774089-234777055,MSL3P1,chr2,234774089,234777055,0.040697674,1.534810411
C17orf65/chr17:42253351-42264082,C17orf65,chr17,42253351,42264082,0.04072135,0.750337986
LOC100287042/chr17:73267379-73269976,LOC100287042,chr17,73267379,73269976,0.041144201,0.774598999
EIF1B/chr3:40351172-40353915,EIF1B,chr3,40351172,40353915,0.041281698,1.216483831
GUSBP9/chr5:69812078-70555122,GUSBP9,chr5,69812078,70555122,0.041322314,0.674548288
EIF1/chr17:39845126-39847898,EIF1,chr17,39845126,39847898,0.041420118,1.316653771
C14orf142/chr14:93669236-93673459,C14orf142,chr14,93669236,93673459,0.041501976,0.781088001
TSHZ1/chr18:72922709-73001905,TSHZ1,chr18,72922709,73001905,0.041501976,0.750728183
ZNF311/chr6:265990-28973037,ZNF311,chr6,265990,28973037,0.041666667,0.805178152
PHF10/chr6:170104001-170124106,PHF10,chr6,170104001,170124106,0.041749503,0.789168145
HLA-A/chr6:1150097-29913661,HLA-A,chr6,1150097,29913661,0.041832669,1.200965202
WDR90/chr16:699362-717829,WDR90,chr16,699362,717829,0.041974815,0.735618984
FAM72A/chr1:206138910-206155074,FAM72A,chr1,206138910,206155074,0.042,0.668268703
CTAGE6P/chr7:143452181-143454843,CTAGE6P,chr7,143452181,143454843,0.042084168,0.53855861
MTHFD1/chr14:64854758-64926725,MTHFD1,chr14,64854758,64926725,0.042253521,0.79262372
PUM2/chr2:20448452-20527144,PUM2,chr2,20448452,20527144,0.042253521,0.833199323
LOC100506190/chr9:132250938-132275965,LOC100506190,chr9,132250938,132275965,0.042347247,1.493082557
WIBG/chr12:56295196-56321697,WIBG,chr12,56295196,56321697,0.042424242,0.792303628
PAWR/chr12:79985744-80084790,PAWR,chr12,79985744,80084790,0.042424242,0.706974418
BRI3/chr7:97910978-97922275,BRI3,chr7,97910978,97922275,0.042424242,1.299017981
MPHOSPH10/chr2:71357443-71377232,MPHOSPH10,chr2,71357443,71377232,0.042510121,0.845468705
ZNF107/chr7:64126510-64171401,ZNF107,chr7,64126510,64171401,0.042510121,0.737154833
PLAU/chr10:75670861-75677258,PLAU,chr10,75670861,75677258,0.042682927,2.221669649
NCAPD3/chr11:134022336-134094426,NCAPD3,chr11,134022336,134094426,0.042769857,0.728974375
HIST1H2AE/chr6:26217147-26217711,HIST1H2AE,chr6,26217147,26217711,0.042769857,1.643976999
ATP6V1E1/chr22:18074902-18111588,ATP6V1E1,chr22,18074902,18111588,0.04277857,1.138626039
FLJ43390/chr14:62584074-62600903,FLJ43390,chr14,62584074,62600903,0.042857143,0.422676138
BOD1L/chr4:13570365-13629328,BOD1L,chr4,13570365,13629328,0.042857143,0.849981627
UCHL5/chr1:192981495-193029237,UCHL5,chr1,192981495,193029237,0.043032787,0.799408363
C19orf44/chr19:16607204-16632163,C19orf44,chr19,16607204,16632163,0.04312115,0.786763391
KIAA1524/chr3:108268717-108308491,KIAA1524,chr3,108268717,108308491,0.04312115,0.699765161
ZNF85/chr19:21106058-21133503,ZNF85,chr19,21106058,21133503,0.043174342,0.685215542
RBBP8/chr18:20513294-20606449,RBBP8,chr18,20513294,20606449,0.043209877,0.732903509
ANKMY1/chr2:241418838-241497405,ANKMY1,chr2,241418838,241497405,0.043209877,0.775695885
LRIT3/chr4:110772485-110793471,LRIT3,chr4,110772485,110793471,0.043209877,0.566479746
NAA15/chr4:140222675-140311935,NAA15,chr4,140222675,140311935,0.043209877,0.776154984
AP4B1/chr1:114437370-114447741,AP4B1,chr1,114437370,114447741,0.043478261,0.832823199
TMEM107/chr17:8076296-8079714,TMEM107,chr17,8076296,8079714,0.043478261,0.733606868
UBA52/chr19:18682613-18688270,UBA52,chr19,18682613,18688270,0.043478261,1.099374774
GSTCD/chr4:106629940-106768882,GSTCD,chr4,106629940,106768882,0.043568465,0.671505883
SCLT1/chr4:129805151-130014764,SCLT1,chr4,129805151,130014764,0.043568465,0.813062593
NUP43/chr6:150045456-150067688,NUP43,chr6,150045456,150067688,0.043568465,0.821632129
SMNDC1/chr10:112052797-112064707,SMNDC1,chr10,112052797,112064707,0.04375,1.099727968
TCEANC2/chr1:54519273-54565416,TCEANC2,chr1,54519273,54565416,0.043905499,0.843707936
PPP1R21/chr2:48667907-48742531,PPP1R21,chr2,48667907,48742531,0.043933054,0.791012203
SKAP2/chr7:26706687-26904341,SKAP2,chr7,26706687,26904341,0.043933054,0.705741426
TMX3/chr18:66340924-66382353,TMX3,chr18,66340924,66382353,0.044025157,0.817651025
EGLN1/chr1:231499496-231560790,EGLN1,chr1,231499496,231560790,0.044117647,0.707381138
ZNF850/chr19:37234379-37263716,ZNF850,chr19,37234379,37263716,0.044117647,0.799375133
HK2/chr2:75059781-75120481,HK2,chr2,75059781,75120481,0.044210526,0.679566651
TMEM111/chr3:10005635-10028522,TMEM111,chr3,10005635,10028522,0.044210526,1.13528273
JAG2/chr14:105608075-105635161,JAG2,chr14,105608075,105635161,0.044303797,1.510320854
HERC2P4/chr16:32162608-32163874,HERC2P4,chr16,32162608,32163874,0.044303797,0.790545717
FBXO48/chr2:68689504-68694390,FBXO48,chr2,68689504,68694390,0.044491525,0.760762485
PCMTD2/chr20:62887047-62907579,PCMTD2,chr20,62887047,62907579,0.044491525,0.817879886
RSRC1/chr3:157827891-158262576,RSRC1,chr3,157827891,158262576,0.044491525,0.749009636
BTK/chrX:100604434-100641212,BTK,chrX,100604434,100641212,0.044491525,0.831689759
EIF3F/chr11:8008866-8017719,EIF3F,chr11,8008866,8017719,0.044680851,1.136982798
UBQLN4/chr1:156005091-156023516,UBQLN4,chr1,156005091,156023516,0.044776119,0.848228737
MAFG/chr17:79876144-79885587,MAFG,chr17,79876144,79885587,0.044776119,1.226000688
RPL10/chrX:153626570-153630680,RPL10,chrX,153626570,153630680,0.044776119,1.18123313
KCNN1/chr19:18062110-18109930,KCNN1,chr19,18062110,18109930,0.044871795,1.92522349
TAF9B/chrX:77385244-77395179,TAF9B,chrX,77385244,77395179,0.044871795,0.726564763
SOS1/chr2:39208689-39347604,SOS1,chr2,39208689,39347604,0.045356371,0.797665598
LAMA2/chr6:129204285-129837710,LAMA2,chr6,129204285,129837710,0.045356371,0.621672538
ZNF277/chr7:111846642-111983989,ZNF277,chr7,111846642,111983989,0.045454545,1.219010597
ESPL1/chr12:53662082-53687427,ESPL1,chr12,53662082,53687427,0.045553145,0.804564828
DMTF1/chr7:86781676-86825648,DMTF1,chr7,86781676,86825648,0.045553145,0.829461082
ARHGAP18/chr6:129898239-130031370,ARHGAP18,chr6,129898239,130031370,0.045652174,0.65626094
ZMYM4/chr1:35734567-35887545,ZMYM4,chr1,35734567,35887545,0.045751634,0.827780256
UBE2N/chr12:93802087-93836026,UBE2N,chr12,93802087,93836026,0.045751634,0.83892576
ZNF367/chr9:99148224-99180669,ZNF367,chr9,99148224,99180669,0.045751634,0.77957397
TDRD3/chr13:60970590-61148013,TDRD3,chr13,60970590,61148013,0.045851528,0.832416484
ST6GAL2/chr2:107418055-107503563,ST6GAL2,chr2,107418055,107503563,0.045851528,0.601836443
FBF1/chr17:73906617-73937119,FBF1,chr17,73906617,73937119,0.04595186,0.659408418
UBE3B/chr12:109915438-109974507,UBE3B,chr12,109915438,109974507,0.046052632,0.84013644
PI4KAP2/chr22:21827286-21871780,PI4KAP2,chr22,21827286,21871780,0.046052632,0.861931009
DEGS2/chr14:100612752-100626012,DEGS2,chr14,100612752,100626012,0.046153846,1.823585563
CEP44/chr4:175204827-175254531,CEP44,chr4,175204827,175254531,0.046153846,0.808071952
ZDHHC21/chr9:14611068-14693480,ZDHHC21,chr9,14611068,14693480,0.046153846,0.799138589
CSNK1D/chr17:80200536-80231594,CSNK1D,chr17,80200536,80231594,0.046255507,1.101585115
DNASE1/chr16:3702939-3708096,DNASE1,chr16,3702939,3708096,0.046460177,0.768228073
DNAJA3/chr16:4475805-4506775,DNAJA3,chr16,4475805,4506775,0.046460177,0.847591544
GTF3A/chr13:27998680-28009846,GTF3A,chr13,27998680,28009846,0.046521932,0.762351543
C16orf59/chr16:2510114-2514964,C16orf59,chr16,2510114,2514964,0.046563193,0.730835677
KHSRP/chr19:6413118-6424822,KHSRP,chr19,6413118,6424822,0.046563193,0.858687842
NUP62/chr19:50410083-50432799,NUP62,chr19,50410083,50432799,0.046563193,0.882470423
FAM72B/chr1:120839004-120855681,FAM72B,chr1,120839004,120855681,0.046770601,0.675366973
KRR1/chr12:75891418-75905418,KRR1,chr12,75891418,75905418,0.046770601,0.848348814
MAP3K14/chr17:43340487-43394414,MAP3K14,chr17,43340487,43394414,0.046770601,1.202003835
NOTCH4/chr6:3423637-32191844,NOTCH4,chr6,3423637,32191844,0.046770601,1.569021009
H2AFV/chr7:44866487-44887725,H2AFV,chr7,44866487,44887725,0.046875,0.87673768
SULT1A4/chr16:29471206-30215650,SULT1A4,chr16,29471206,30215650,0.046979866,0.758864817
ZDHHC16/chr10:99205929-99217127,ZDHHC16,chr10,99205929,99217127,0.047085202,0.79336212
FXYD6/chr11:117707690-117748201,FXYD6,chr11,117707690,117748201,0.047085202,2.850004189
KLK1/chr19:51322403-51327043,KLK1,chr19,51322403,51327043,0.047191011,1.582234046
OCIAD1/chr4:48833059-48863834,OCIAD1,chr4,48833059,48863834,0.047191011,0.903400966
AGAP2/chr12:58118075-58135944,AGAP2,chr12,58118075,58135944,0.047297297,0.861782919
MBNL1/chr3:151985828-152183569,MBNL1,chr3,151985828,152183569,0.047297297,0.818153292
GTF2H2C/chr5:68856050-68888729,GTF2H2C,chr5,68856050,68888729,0.047619048,0.800114775
UXT/chrX:47511190-47518579,UXT,chrX,47511190,47518579,0.047619048,1.127097844
PAPOLA/chr14:96968712-97033453,PAPOLA,chr14,96968712,97033453,0.047727273,0.840330026
RELB/chr19:45504706-45541456,RELB,chr19,45504706,45541456,0.047727273,1.292494544
