GeneInfo,GeneID,Chr,Start,Stop,permPval_Dup,FoldChange
MAGEB10/chrX:27826106-27841131,MAGEB10,chrX,27826106,27841131,0.04496788,0.636101855
ECSIT/chr19:11616730-11639987,ECSIT,chr19,11616730,11639987,0.045064378,1.114022599
GPR3/chr1:27719151-27722317,GPR3,chr1,27719151,27722317,0.04516129,1.651933891
ITGB3BP/chr1:63906440-63988944,ITGB3BP,chr1,63906440,63988944,0.045258621,0.828788929
KHNYN/chr14:24899140-24910547,KHNYN,chr14,24899140,24910547,0.045258621,1.160650641
RORA/chr15:60780482-61521502,RORA,chr15,60780482,61521502,0.045258621,2.158926659
PRPSAP1/chr17:74306867-74350230,PRPSAP1,chr17,74306867,74350230,0.045258621,1.193952296
PRPF38B/chr1:109234931-109244422,PRPF38B,chr1,109234931,109244422,0.045356371,0.88932634
DPF2/chr11:65101224-65120451,DPF2,chr11,65101224,65120451,0.045356371,1.084659686
OGFOD2/chr12:123459353-123464588,OGFOD2,chr12,123459353,123464588,0.045356371,0.89935171
FBN1/chr15:48700502-48937985,FBN1,chr15,48700502,48937985,0.045356371,1.693500462
CGNL1/chr15:57668702-57842925,CGNL1,chr15,57668702,57842925,0.045356371,1.504065659
HOOK1/chr1:60280532-60342050,HOOK1,chr1,60280532,60342050,0.045454545,2.827491798
HVCN1/chr12:111086490-111127617,HVCN1,chr12,111086490,111127617,0.045454545,0.853181199
NT5C3L/chr17:39981333-39992523,NT5C3L,chr17,39981333,39992523,0.045454545,0.727126059
SUMO1/chr2:203070902-203103322,SUMO1,chr2,203070902,203103322,0.045454545,0.874013959
KCNIP2/chr10:103585730-103603677,KCNIP2,chr10,103585730,103603677,0.045553145,0.620567724
ATP6V0A1/chr17:40610861-40674597,ATP6V0A1,chr17,40610861,40674597,0.045553145,1.240112751
AKAP8/chr19:15464331-15490612,AKAP8,chr19,15464331,15490612,0.045553145,0.908212662
AHI1/chr6:135605109-135818903,AHI1,chr6,135605109,135818903,0.045553145,0.530629023
NME7/chr1:169101768-169337186,NME7,chr1,169101768,169337186,0.045652174,1.274065762
PIAS1/chr15:68346571-68480404,PIAS1,chr15,68346571,68480404,0.045751634,1.164810885
MGAT3/chr22:39853324-39888199,MGAT3,chr22,39853324,39888199,0.045751634,1.469872195
SLC46A1/chr17:26721660-26733230,SLC46A1,chr17,26721660,26733230,0.045851528,0.835645466
PIAS2/chr18:44390022-44497495,PIAS2,chr18,44390022,44497495,0.04595186,1.527082341
COG5/chr7:106842188-107204959,COG5,chr7,106842188,107204959,0.04595186,1.285637715
RRM2B/chr8:103216728-103251346,RRM2B,chr8,103216728,103251346,0.04595186,1.375702523
CDYL2/chr16:80637675-80838175,CDYL2,chr16,80637675,80838175,0.046052632,0.323585507
C2orf56/chr2:37458773-37476303,C2orf56,chr2,37458773,37476303,0.046052632,0.884127576
LDB1/chr10:103867324-103880210,LDB1,chr10,103867324,103880210,0.046153846,1.095638027
MC1R/chr16:89984286-89987385,MC1R,chr16,89984286,89987385,0.046153846,0.678038172
SDHAP1/chr3:195686791-195717150,SDHAP1,chr3,195686791,195717150,0.046153846,0.831260929
SLC25A45/chr11:65142662-65150142,SLC25A45,chr11,65142662,65150142,0.046255507,0.839522664
FAM96A/chr15:64364760-64386207,FAM96A,chr15,64364760,64386207,0.046255507,0.91002165
IGF2R/chr6:160390130-160527583,IGF2R,chr6,160390130,160527583,0.046255507,1.334851778
FCGRT/chr19:50015535-50029685,FCGRT,chr19,50015535,50029685,0.046357616,3.145826815
SQRDL/chr15:45927255-45983479,SQRDL,chr15,45927255,45983479,0.046460177,1.269809163
NMI/chr2:152126981-152146430,NMI,chr2,152126981,152146430,0.046460177,0.828472684
C8orf40/chr8:42396297-42408140,C8orf40,chr8,42396297,42408140,0.046460177,0.864271259
IL1RAP/chr3:190231839-190374986,IL1RAP,chr3,190231839,190374986,0.046563193,1.768681915
JTB/chr1:153946744-153950451,JTB,chr1,153946744,153950451,0.046666667,0.904868209
FBXL16/chr16:742499-755825,FBXL16,chr16,742499,755825,0.046666667,0.536393489
KIF1C/chr17:4901242-4931694,KIF1C,chr17,4901242,4931694,0.046770601,1.277895164
LOC100132273/chr22:42486936-42521354,LOC100132273,chr22,42486936,42521354,0.046770601,1.142713356
P2RY1/chr3:152552735-152555843,P2RY1,chr3,152552735,152555843,0.046864539,0.486764243
FAIM3/chr1:207076630-207095378,FAIM3,chr1,207076630,207095378,0.046875,0.761412872
SS18L2/chr3:42632297-42636490,SS18L2,chr3,42632297,42636490,0.046875,0.860412847
ZNF576/chr19:44100543-44104587,ZNF576,chr19,44100543,44104587,0.046979866,1.200640839
LRRC8B/chr1:89990396-90063420,LRRC8B,chr1,89990396,90063420,0.047085202,1.448318333
NBEA/chr13:35516423-36246874,NBEA,chr13,35516423,36246874,0.047085202,2.06212061
VPS26A/chr10:70883907-70932616,VPS26A,chr10,70883907,70932616,0.047191011,1.229700684
STARD10/chr11:72465773-72504750,STARD10,chr11,72465773,72504750,0.047191011,1.278708868
SF3B1/chr2:198256697-198299771,SF3B1,chr2,198256697,198299771,0.047191011,0.890414306
TMBIM1/chr2:219138916-219157280,TMBIM1,chr2,219138916,219157280,0.047297297,1.264121264
VPS13D/chr1:12290112-12572098,VPS13D,chr1,12290112,12572098,0.047404063,1.184542183
NENF/chr1:212606228-212619721,NENF,chr1,212606228,212619721,0.047404063,0.817790037
UCHL1/chr4:41258897-41270446,UCHL1,chr4,41258897,41270446,0.047404063,0.287549399
FZD1/chr7:90893782-90898132,FZD1,chr7,90893782,90898132,0.047404063,1.86811948
UBQLN4/chr1:156005091-156023516,UBQLN4,chr1,156005091,156023516,0.047511312,1.182894551
IGFBP4/chr17:38599675-38613982,IGFBP4,chr17,38599675,38613982,0.047511312,1.603679787
SOLH/chr16:577855-604636,SOLH,chr16,577855,604636,0.047619048,0.898119246
HDAC8/chrX:71549365-71792953,HDAC8,chrX,71549365,71792953,0.047619048,0.904523343
LOC440173/chr9:89623365-89657041,LOC440173,chr9,89623365,89657041,0.047727273,0.772182948
KIAA0226L/chr13:46916136-46961635,KIAA0226L,chr13,46916136,46961635,0.047835991,0.544004914
DDX11L10/chr16:61554-64090,DDX11L10,chr16,61554,64090,0.047835991,0.556519986
CSNK1G2/chr19:1941160-1981336,CSNK1G2,chr19,1941160,1981336,0.047835991,0.899509212
ING5/chr2:242641455-242668896,ING5,chr2,242641455,242668896,0.047835991,0.881451431
GNL3/chr3:52719935-52728510,GNL3,chr3,52719935,52728510,0.047835991,0.874767587
TTBK1/chr6:43211221-43255997,TTBK1,chr6,43211221,43255997,0.047835991,1.834093029
MYBL1/chr8:67474409-67525480,MYBL1,chr8,67474409,67525480,0.047835991,0.563715698
RHBG/chr1:156338979-156355013,RHBG,chr1,156338979,156355013,0.047945205,0.711028219
FAM122C/chrX:133930442-133988641,FAM122C,chrX,133930442,133988641,0.047945205,0.89336538
MPP1/chrX:154006958-154033802,MPP1,chrX,154006958,154033802,0.048165138,1.260004415
AGBL2/chr11:47681142-47736928,AGBL2,chr11,47681142,47736928,0.048275862,0.743570764
DAD1/chr14:23033806-23058143,DAD1,chr14,23033806,23058143,0.048275862,1.228815657
XPO6/chr16:28109315-28223190,XPO6,chr16,28109315,28223190,0.048275862,1.147592308
ACTG1/chr17:79476996-79479892,ACTG1,chr17,79476996,79479892,0.048275862,0.852917547
POLH/chr6:43543877-43588260,POLH,chr6,43543877,43588260,0.048275862,1.258492894
GNB5/chr15:52413122-52483565,GNB5,chr15,52413122,52483565,0.048387097,1.256752032
CDS2/chr20:5107406-5178533,CDS2,chr20,5107406,5178533,0.048387097,1.137002451
LOC100506866/chr2:179387553-179484944,LOC100506866,chr2,179387553,179484944,0.048442907,0.51558658
KLF2/chr19:16435650-16438339,KLF2,chr19,16435650,16438339,0.048599861,0.364454625
FTH1/chr11:61731756-61735132,FTH1,chr11,61731756,61735132,0.048611111,1.220870809
NACAP1/chr8:102381120-102381823,NACAP1,chr8,102381120,102381823,0.048611111,0.750973198
COMMD3-BMI1/chr10:22605311-22620414,COMMD3-BMI1,chr10,22605311,22620414,0.048723898,0.818784216
NMUR1/chr2:232387870-232395182,NMUR1,chr2,232387870,232395182,0.048723898,0.459147825
TNIP1/chr5:150409503-150467221,TNIP1,chr5,150409503,150467221,0.048723898,1.146203825
CSPP1/chr8:67976602-68108849,CSPP1,chr8,67976602,68108849,0.048723898,0.860262827
LCN10/chr9:139632618-139637411,LCN10,chr9,139632618,139637411,0.048723898,1.800391434
GPC5/chr13:92050934-93519487,GPC5,chr13,92050934,93519487,0.049065421,3.027474579
WDR45L/chr17:80572437-80606411,WDR45L,chr17,80572437,80606411,0.049180328,1.299935717
FOXP3/chrX:49106896-49121288,FOXP3,chrX,49106896,49121288,0.049180328,0.675787981
PDE4B/chr1:66258192-66840262,PDE4B,chr1,66258192,66840262,0.049295775,1.591095073
CHD7/chr8:61591323-61780586,CHD7,chr8,61591323,61780586,0.049295775,0.739061779
RLN1/chr9:5334968-5339873,RLN1,chr9,5334968,5339873,0.049295775,1.445484407
PLEKHN1/chr1:901876-910484,PLEKHN1,chr1,901876,910484,0.049411765,0.60147089
C1orf198/chr1:230972864-231005335,C1orf198,chr1,230972864,231005335,0.049411765,1.510866122
AANAT/chr17:74449432-74466199,AANAT,chr17,74449432,74466199,0.049411765,0.550705802
ANKRD12/chr18:9136750-9285983,ANKRD12,chr18,9136750,9285983,0.049411765,0.798474534
ZNF256/chr19:58452200-58459077,ZNF256,chr19,58452200,58459077,0.049411765,0.888714493
BAI1/chr8:143545376-143626368,BAI1,chr8,143545376,143626368,0.049411765,0.580503336
NECAP2/chr1:16767166-16786584,NECAP2,chr1,16767166,16786584,0.049528302,1.210544395
C19orf71/chr19:3539154-3544028,C19orf71,chr19,3539154,3544028,0.04964539,0.63881558
UPB1/chr22:24891250-24922553,UPB1,chr22,24891250,24922553,0.04964539,1.716072745
KCNJ11/chr11:17406795-17410878,KCNJ11,chr11,17406795,17410878,0.049763033,0.734756238
MBD1/chr18:47793251-47808137,MBD1,chr18,47793251,47808137,0.049763033,0.810488823
PTP4A2/chr1:32372021-32403988,PTP4A2,chr1,32372021,32403988,0.049881235,0.827724136
MMP14/chr14:23305792-23316803,MMP14,chr14,23305792,23316803,0.049881235,2.064449507
CAPS/chr19:5914192-5916222,CAPS,chr19,5914192,5916222,0.049881235,0.722817138
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
