symbol,GeneName,ProbeName,RefSeq,FC,RP rank
P2RY5,"purinergic receptor P2Y, G-protein coupled, 5",A_23_P2705,NM_005767,0.7972,733
SYTL3,synaptotagmin-like 3,A_23_P168188,NM_001009991,0.8346,734
SCML1,sex comb on midleg-like 1 (Drosophila),A_24_P108863,NM_006746,NA,735
MT1L,metallothionein 1L,A_23_P427703,b,0.8284,736
UNQ5783,DTFT5783,A_24_P272451,b,1.1672,737
BM550834,,A_24_P479510,b,0.8377,738
TXNDC3,thioredoxin domain containing 3 (spermatozoa),A_23_P259611,NM_016616,1.1916,739
ITGB8,"integrin, beta 8",A_32_P117322,b,0.8519,740
CDW92,CDW92 antigen,A_23_P411806,NM_022109,0.8473,741
RAB11FIP4,RAB11 family interacting protein 4 (class II),A_23_P27023,NM_032932,1.1744,742
CMKLR1,chemokine-like receptor 1,A_23_P105461,NM_004072,1.1695,743
TNFSF4,"tumor necrosis factor (ligand) superfamily, member 4 (tax-transcriptionally activated glycoprotein 1, 34kDa)",A_23_P126836,NM_003326,1.1433,744
LCP2,lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa),A_23_P30547,NM_005565,1.1636,745
RHOV,"ras homolog gene family, member V",A_23_P424561,NM_133639,1.1821,746
BLR1,"Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5)",A_24_P252945,NM_032966,1.1699,747
RCBTB2,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2,A_23_P14105,NM_001268,0.8361,748
LOC284739,hypothetical protein LOC284739,A_24_P535483,NM_207349,1.1513,749
TRPS1,trichorhinophalangeal syndrome I,A_23_P134755,NM_014112,0.8081,750
THC2317139,,A_32_P34970,hc,0.8493,751
BENE,BENE protein,A_24_P80204,NM_005434,NA,752
FLJ10357,hypothetical protein FLJ10357,A_23_P99661,NM_018071,0.8405,753
ATP2A3,"ATPase, Ca++ transporting, ubiquitous",A_23_P207632,NM_174953,0.8504,754
RORA,RAR-related orphan receptor A,A_23_P26124,NM_134260,1.1432,755
LIN7A,lin-7 homolog A (C. elegans),A_23_P99253,NM_004664,0.8257,756
THC2374873,,A_32_P225472,hc,NA,757
TNFRSF21,"tumor necrosis factor receptor superfamily, member 21",A_23_P42065,NM_014452,NA,758
RBPMS,RNA binding protein with multiple splicing,A_23_P71316,NM_001008712,0.8346,759
CHL1,cell adhesion molecule with homology to L1CAM (close homolog of L1),A_24_P63178,NM_006614,NA,760
TRA1,tumor rejection antigen (gp96) 1,A_24_P150361,NM_003299,0.8451,761
IL17RB,interleukin 17 receptor B,A_24_P157370,NM_172234,0.7972,762
NME5,"non-metastatic cells 5, protein expressed in (nucleoside-diphosphate kinase)",A_23_P156402,NM_003551,1.1497,763
PIK3C2B,"phosphoinositide-3-kinase, class 2, beta polypeptide",A_23_P200710,NM_002646,1.1563,764
BQ233242,,A_32_P187458,b,1.1399,765
ENST00000333604,,A_24_P316059,ns,1.1561,766
SCARB2,"scavenger receptor class B, member 2",A_24_P54879,NM_005506,0.8492,767
DNASE1L3,deoxyribonuclease I-like 3,A_23_P257993,NM_004944,1.1597,768
THC2343933,,A_32_P125589,hc,1.17,769
HLA-DPB1,"major histocompatibility complex, class II, DP beta 1",A_23_P258769,NM_002121,1.166,770
FCRL4,Fc receptor-like 4,A_23_P115200,NM_031282,0.8353,771
C20orf23,chromosome 20 open reading frame 23,A_23_P28906,b,NA,772
CD80,"CD80 antigen (CD28 antigen ligand 1, B7-1 antigen)",A_24_P320033,NM_005191,1.1806,773
KRTAP17-1,keratin associated protein 17-1,A_23_P66858,NM_031964,0.8399,774
THC2283809,,A_32_P165363,hc,0.8393,775
HLA-DPB2,"major histocompatibility complex, class II, DP beta 2 (pseudogene)",A_24_P288836,NR_001435,1.1583,776
LOC440934,hypothetical gene supported by BC008048,A_32_P219581,b,0.8082,777
RAB30,"RAB30, member RAS oncogene family",A_24_P167338,NM_014488,0.8529,778
KIAA1598,KIAA1598,A_23_P202587,NM_018330,0.8417,779
DNMBP,dynamin binding protein,A_23_P328206,b,1.1825,780
SYNE2,"spectrin repeat containing, nuclear envelope 2",A_23_P128887,NM_182910,0.8471,781
TCF2,"transcription factor 2, hepatic; LF-B3; variant hepatic nuclear factor",A_23_P207557,NM_006481,0.8337,782
FCRL4,Fc receptor-like 4,A_23_P115201,NM_031282,0.8325,783
A_24_P796274,,A_24_P796274,0,0.8513,784
AA742526,,A_32_P115555,b,1.1631,785
CNN3,"calponin 3, acidic",A_23_P138168,NM_001839,NA,786
PIP3-E,phosphoinositide-binding protein PIP3-E,A_24_P940059,NM_015553,0.8322,787
C9orf95,chromosome 9 open reading frame 95,A_23_P32036,NM_017881,0.8298,788
GABARAPL1,GABA(A) receptor-associated protein like 1,A_23_P162640,NM_031412,1.1159,789
PDLIM2,PDZ and LIM domain 2 (mystique),A_23_P20285,NM_021630,NA,790
BX091993,,A_32_P170879,b,1.1317,791
GPR133,G protein-coupled receptor 133,A_23_P415706,b,NA,792
GNG11,"guanine nucleotide binding protein (G protein), gamma 11",A_23_P111701,NM_004126,1.0972,793
PAQR8,progestin and adipoQ receptor family member VIII,A_23_P214281,NM_133367,1.1764,794
OTUD1,OTU domain containing 1,A_32_P60459,b,0.8448,795
ASRGL1,asparaginase like 1,A_23_P379864,b,0.8519,796
BX648200,,A_23_P111525,b,0.8618,797
AF075027,,A_32_P206839,b,0.8336,798
NOTCH2NL,Notch homolog 2 (Drosophila) N-terminal like,A_32_P5040,NM_203458,NA,799
CORO2A,"coronin, actin binding protein, 2A",A_23_P146444,b,NA,800
PFTK1,PFTAIRE protein kinase 1,A_23_P145889,NM_012395,0.8468,801
HOP,homeodomain-only protein,A_23_P254507,NM_139211,1.2,802
RGS9,regulator of G-protein signalling 9,A_23_P66881,NM_003835,1.1575,803
THC2437906,,A_32_P30345,hc,0.8527,804
TTLL3,"tubulin tyrosine ligase-like family, member 3",A_24_P917492,b,0.8426,805
PDCD1,programmed cell death 1,A_23_P136405,NM_005018,0.8423,806
ENST00000227451,,A_24_P158718,ns,1.1812,807
THC2407956,,A_32_P193194,hc,1.1667,808
FAM46C,"family with sequence similarity 46, member C",A_24_P935893,NM_017709,NA,809
AMFR,autocrine motility factor receptor,A_23_P141005,NM_001144,0.8964,810
CD33,CD33 antigen (gp67),A_23_P331748,NM_001772,1.1393,811
LOXL3,lysyl oxidase-like 3,A_23_P39799,NM_032603,1.1311,812
NIPA1,non imprinted in Prader-Willi/Angelman syndrome 1,A_23_P382460,NM_144599,NA,813
A_23_P159163,,A_23_P159163,0,0.9271,814
BBS2,Bardet-Biedl syndrome 2,A_23_P106835,NM_031885,1.1715,815
BATF,"basic leucine zipper transcription factor, ATF-like",A_23_P128974,NM_006399,1.1677,816
ENST00000332935,,A_24_P33982,ns,NA,817
SERTAD2,SERTA domain containing 2,A_24_P294124,NM_014755,1.1506,818
ZDHHC14,"zinc finger, DHHC-type containing 14",A_23_P250619,NM_153746,0.8503,819
THC2443137,,A_32_P43914,hc,0.853,820
CR618466,,A_23_P117912,b,1.1875,821
A_24_P910230,,A_24_P910230,0,NA,822
LAG3,lymphocyte-activation gene 3,A_23_P116942,NM_002286,0.8491,823
CR603437,,A_32_P171313,b,0.8512,824
STEAP2,six transmembrane epithelial antigen of the prostate 2,A_23_P428260,NM_152999,0.8265,825
COLEC11,collectin sub-family member 11,A_23_P120125,NM_199235,1.1711,826
LRFN3,leucine rich repeat and fibronectin type III domain containing 3,A_23_P50775,NM_024509,1.1768,827
TPCN2,two pore segment channel 2,A_23_P98159,NM_139075,0.8582,828
RASA4,RAS p21 protein activator 4,A_24_P943263,NM_006989,1.1615,829
PLEKHG1,"pleckstrin homology domain containing, family G (with RhoGef domain) member 1",A_24_P6517,NM_001029884,1.1617,830
ENST00000246024,,A_24_P942517,ns,0.8465,831
THC2289044,,A_32_P192314,hc,0.8536,832
GDA,guanine deaminase,A_24_P393571,NM_004293,1.0528,833
SCAM-1,vinexin beta (SH3-containing adaptor molecule-1),A_23_P300714,NM_005775,0.817,834
ELOVL7,"ELOVL family member 7, elongation of long chain fatty acids (yeast)",A_23_P359277,NM_024930,NA,835
BANK1,B-cell scaffold protein with ankyrin repeats 1,A_23_P10232,NM_017935,1.0548,836
SLC16A6,"solute carrier family 16 (monocarboxylic acid transporters), member 6",A_24_P731648,NM_004694,0.8513,837
AK095945,,A_32_P107463,b,0.8569,838
C6orf85,chromosome 6 open reading frame 85,A_23_P7882,b,1.1886,839
NRGN,"neurogranin (protein kinase C substrate, RC3)",A_23_P116264,NM_006176,0.8525,840
PHYH,phytanoyl-CoA hydroxylase (Refsum disease),A_23_P115919,NM_006214,1.1585,841
FER1L3,"fer-1-like 3, myoferlin (C. elegans)",A_23_P354387,NM_013451,1.1859,842
CAMK4,calcium/calmodulin-dependent protein kinase IV,A_23_P250347,NM_001744,1.162,843
DACT1,"dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis)",A_24_P284093,NM_016651,0.8491,844
THC2406050,,A_32_P32195,hc,0.854,845
A_32_P181107,,A_32_P181107,0,1.1652,846
A_24_P144314,,A_24_P144314,0,NA,847
ANXA2P3,annexin A2 pseudogene 3,A_24_P323114,NR_001446,0.8609,848
INPP5F,inositol polyphosphate-5-phosphatase F,A_23_P35684,NM_014937,1.1733,849
AA714039,,A_32_P168756,b,1.1272,850
TRIM10,tripartite motif-containing 10,A_23_P420831,NM_052828,0.8415,851
ANKH,"ankylosis, progressive homolog (mouse)",A_24_P371628,NM_054027,NA,852
TXNIP,thioredoxin interacting protein,A_23_P97700,NM_006472,1.1447,853
MT1G,metallothionein 1G,A_23_P60933,NM_005950,0.8402,854
LOC286144,hypothetical protein LOC286144,A_32_P117313,b,0.8511,855
OCLN,occludin,A_23_P92672,NM_002538,NA,856
ITM1,integral membrane protein 1,A_23_P104734,NM_152713,0.8588,857
GPR34,G protein-coupled receptor 34,A_23_P11201,NM_005300,0.8283,858
KCNK6,"potassium channel, subfamily K, member 6",A_23_P50591,NM_004823,NA,859
RB1,retinoblastoma 1 (including osteosarcoma),A_23_P204850,NM_000321,0.8484,860
LRRC16,leucine rich repeat containing 16,A_23_P19369,NM_017640,0.844,861
LDOC1L,"leucine zipper, down-regulated in cancer 1-like",A_24_P96474,NM_032287,1.1265,862
BC018687,,A_23_P22398,b,1.1653,863
MLF1,myeloid leukemia factor 1,A_23_P143906,NM_022443,1.1472,864
EDN1,endothelin 1,A_23_P214821,NM_001955,0.8463,865
ADCY6,adenylate cyclase 6,A_23_P501547,NM_015270,NA,866
FLJ35773,hypothetical protein FLJ35773,A_23_P340218,NM_152599,1.1618,867
XCL2,chemokine (C motif) ligand 2,A_23_P51534,NM_003175,0.8876,868
MYO6,myosin VI,A_23_P255952,NM_004999,0.838,869
PARD3,par-3 partitioning defective 3 homolog (C. elegans),A_24_P35478,NM_019619,0.821,870
A_24_P625898,,A_24_P625898,0,0.8554,871
BC020847,,A_24_P221327,b,1.1321,872
SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",A_23_P60354,NM_139045,1.1691,873
GBP4,guanylate binding protein 4,A_24_P45446,NM_052941,1.1513,874
SIRPB2,signal-regulatory protein beta 2,A_23_P28857,NM_080816,1.171,875
PLS3,plastin 3 (T isoform),A_23_P250607,NM_005032,NA,876
PPIB,peptidylprolyl isomerase B (cyclophilin B),A_24_P304723,NM_000942,0.8623,877
MTPN,myotrophin,A_24_P55465,NM_145808,0.8567,878
CTRB1,chymotrypsinogen B1,A_23_P431139,NM_001906,NA,879
HCK,hemopoietic cell kinase,A_24_P365526,NM_002110,1.1686,880
A_32_P135450,,A_32_P135450,0,1.0325,881
FARP1,"FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)",A_23_P308763,NM_005766,0.8865,882
PPIC,peptidylprolyl isomerase C (cyclophilin C),A_23_P422724,NM_000943,0.8477,883
BM995362,,A_32_P70372,b,1.1576,884
ASMT,acetylserotonin O-methyltransferase,A_23_P255535,NM_004043,1.1041,885
CYBRD1,cytochrome b reductase 1,A_24_P345451,NM_024843,1.1743,886
BC018626,,A_32_P132748,b,1.1006,887
FADS1,fatty acid desaturase 1,A_23_P203419,NM_013402,0.8581,888
FZD2,frizzled homolog 2 (Drosophila),A_23_P141362,NM_001466,0.8584,889
C1orf24,chromosome 1 open reading frame 24,A_24_P233786,NM_052966,1.1644,890
DDC,dopa decarboxylase (aromatic L-amino acid decarboxylase),A_23_P145644,NM_000790,NA,891
CTAGE5,"CTAGE family, member 5",A_24_P366493,b,0.8488,892
XCL1,chemokine (C motif) ligand 1,A_24_P45476,NM_002995,0.8947,893
MYLK,"myosin, light polypeptide kinase",A_23_P143817,NM_053025,0.8575,894
BBS5,Bardet-Biedl syndrome 5,A_24_P208452,NM_152384,1.1572,895
X12544,,A_24_P923271,b,1.1521,896
AMPD3,adenosine monophosphate deaminase (isoform E),A_23_P116286,NM_000480,1.157,897
AJ002788,,A_24_P935330,b,1.1301,898
ENST00000355263,,A_24_P85619,ns,1.1197,899
IMPA2,inositol(myo)-1(or 4)-monophosphatase 2,A_23_P50081,NM_014214,0.8419,900
GNAZ,"guanine nucleotide binding protein (G protein), alpha z polypeptide",A_23_P416581,NM_002073,0.8565,901
DERL3,"Der1-like domain family, member 3",A_23_P6362,NM_198440,0.8597,902
TLR2,toll-like receptor 2,A_23_P92499,NM_003264,0.8463,903
A_32_P138939,,A_32_P138939,0,NA,904
BC033117,,A_32_P185317,b,0.8491,905
IRF5,interferon regulatory factor 5,A_23_P500271,NM_002200,1.009,906
IGSF4,"immunoglobulin superfamily, member 4",A_23_P203120,NM_014333,0.9889,907
H1F0,"H1 histone family, member 0",A_23_P29257,NM_005318,1.1533,908
ENST00000310974,,A_23_P358628,ns,0.8388,909
THC2357608,,A_32_P118481,hc,0.8584,910
C1GALT1,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1",A_23_P252145,NM_020156,0.86,911
CXCL9,chemokine (C-X-C motif) ligand 9,A_23_P18452,NM_002416,1.1273,912
RHOU,"ras homolog gene family, member U",A_23_P114814,NM_021205,0.8558,913
LAX1,lymphocyte transmembrane adaptor 1,A_23_P438,NM_017773,0.8604,914
MGST1,microsomal glutathione S-transferase 1,A_23_P36658,NM_145791,0.8232,915
THC2314822,,A_32_P125402,hc,0.8681,916
NCKAP1,NCK-associated protein 1,A_23_P73239,NM_205842,0.7665,917
PEX26,peroxisome biogenesis factor 26,A_24_P142973,NM_017929,1.1643,918
LGALS14,"lectin, galactoside-binding, soluble, 14",A_23_P153662,NM_203471,1.1626,919
A_23_P113056,,A_23_P113056,0,1.1429,920
IGHD,immunoglobulin heavy constant delta,A_24_P324838,b,0.8367,921
KIAA1450,KIAA1450 protein,A_23_P400580,b,0.8439,922
PTPN13,"protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)",A_23_P18493,NM_080685,NA,923
ANK3,"ankyrin 3, node of Ranvier (ankyrin G)",A_23_P202269,NM_020987,0.8481,924
ZNF257,zinc finger protein 257,A_23_P16632,NM_033468,NA,925
ANG,"angiogenin, ribonuclease, RNase A family, 5",A_23_P428738,NM_001145,0.8555,926
PGLYRP4,peptidoglycan recognition protein 4,A_23_P85503,NM_020393,1.1662,927
BASP1,"brain abundant, membrane attached signal protein 1",A_23_P213385,NM_006317,1.1449,928
AMPD3,adenosine monophosphate deaminase (isoform E),A_24_P304154,NM_000480,1.1523,929
BF858887,,A_32_P223918,b,1.1455,930
NRP2,neuropilin 2,A_24_P50801,NM_201264,NA,931
MYL4,"myosin, light polypeptide 4, alkali; atrial, embryonic",A_24_P188218,NM_002476,0.8515,932
STAT6,"signal transducer and activator of transcription 6, interleukin-4 induced",A_23_P47879,NM_003153,1.1533,933
DPY19L1P1,dpy-19-like 1 pseudogene 1 (C. elegans),A_24_P652033,b,NA,934
STARD8,START domain containing 8,A_23_P387630,NM_014725,0.8563,935
ZNF462,zinc finger protein 462,A_23_P60499,NM_021224,NA,936
SYNE2,"spectrin repeat containing, nuclear envelope 2",A_24_P68311,NM_015180,0.8556,937
FLJ32679,hypothetical protein FLJ32679,A_24_P384588,NM_001012452,1.1571,938
AMOTL1,angiomotin like 1,A_24_P329815,NM_130847,0.8509,939
ARMCX1,"armadillo repeat containing, X-linked 1",A_23_P22682,NM_016608,0.8489,940
MYO6,myosin VI,A_24_P283225,NM_004999,0.8441,941
G1P2,"interferon, alpha-inducible protein (clone IFI-15K)",A_23_P819,NM_005101,0.8539,942
LTB4DH,leukotriene B4 12-hydroxydehydrogenase,A_23_P157809,NM_012212,0.8134,943
BX107702,,A_32_P53678,b,0.8526,944
RUNX1,runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene),A_24_P34155,b,NA,945
GIMAP8,"GTPase, IMAP family member 8",A_24_P132383,NM_175571,1.1625,946
THC2379807,,A_32_P194853,hc,1.1422,947
HDGFRP3,"hepatoma-derived growth factor, related protein 3",A_23_P344451,NM_016073,1.1627,948
G0S2,putative lymphocyte G0/G1 switch gene,A_23_P74609,NM_015714,1.0179,949
BC042028,,A_24_P759477,b,0.8273,950
ACP5,"acid phosphatase 5, tartrate resistant",A_23_P142075,NM_001611,1.1544,951
ZNF228,zinc finger protein 228,A_23_P107724,NM_013380,0.8562,952
DDR2,"discoidin domain receptor family, member 2",A_23_P452,NM_001014796,1.1565,953
THC2274524,,A_24_P926450,hc,0.8801,954
A_24_P281264,,A_24_P281264,0,NA,955
RERE,arginine-glutamic acid dipeptide (RE) repeats,A_23_P85414,NM_012102,0.8565,956
ENST00000306804,,A_24_P152325,ns,0.8559,957
PTGIR,prostaglandin I2 (prostacyclin) receptor (IP),A_23_P340848,NM_000960,1.1559,958
BCNP1,B-cell novel protein 1,A_24_P940348,NM_173544,1.1054,959
ELL3,elongation factor RNA polymerase II-like 3,A_23_P3237,NM_025165,1.1379,960
A_32_P95973,,A_32_P95973,0,1.1253,961
AY239294,,A_23_P300479,b,1.1521,962
TSPAN12,tetraspanin 12,A_23_P145984,NM_012338,1.1136,963
NR4A3,"nuclear receptor subfamily 4, group A, member 3",A_23_P398566,NM_173198,1.1334,964
KIAA2022,KIAA2022 protein,A_24_P66350,NM_001008537,1.1506,965
SLAMF1,signaling lymphocytic activation molecule family member 1,A_23_P62652,NM_003037,1.1522,966
DNAJC18,"DnaJ (Hsp40) homolog, subfamily C, member 18",A_23_P123987,NM_152686,1.1523,967
AF267875,,A_24_P179107,b,1.0171,968
KIAA0672,KIAA0672 gene product,A_23_P26854,NM_014859,1.1461,969
SAV1,salvador homolog 1 (Drosophila),A_24_P287473,NM_021818,1.1488,970
TNFRSF12A,"tumor necrosis factor receptor superfamily, member 12A",A_23_P49338,NM_016639,0.8646,971
AKR1C1,"aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)",A_24_P312578,b,1.1668,972
WWTR1,WW domain containing transcription regulator 1,A_24_P944383,b,1.1562,973
PLEKHA7,"pleckstrin homology domain containing, family A member 2",A_24_P348806,NM_175058,0.8754,974
IL4R,interleukin 4 receptor,A_23_P129556,NM_000418,1.1515,975
FLJ10980,hypothetical protein FLJ10980,A_24_P357576,NM_019600,0.8618,976
C6orf114,chromosome 6 open reading frame 114,A_23_P134058,NM_033069,1.1629,977
AK026659,,A_24_P225845,b,NA,978
FOXP1,forkhead box P1,A_24_P362737,NM_032682,0.8575,979
GIMAP8,"GTPase, IMAP family member 8",A_23_P168388,NM_175571,1.163,980
GPX7,glutathione peroxidase 7,A_23_P73972,NM_015696,1.1249,981
SLC26A9,"solute carrier family 26, member 9",A_23_P201248,NM_052934,1.1441,982
LOC137392,similar to CG6405 gene product,A_32_P103695,NM_145269,1.1457,983
LOC137392,similar to CG6405 gene product,A_32_P176675,NM_145269,1.1461,984
CAV1,"caveolin 1, caveolae protein, 22kDa",A_24_P12626,NM_001753,0.8614,985
THC2407115,,A_32_P163894,hc,1.1596,986
HPCAL1,hippocalcin-like 1,A_23_P5831,NM_134421,0.8675,987
C3orf18,chromosome 3 open reading frame 18,A_23_P155477,NM_016210,1.1507,988
ATP1B1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",A_23_P62932,NM_001677,0.8338,989
FLJ23861,hypothetical protein FLJ23861,A_24_P32342,NM_152519,0.8673,990
RIBC2,RIB43A domain with coiled-coils 2,A_23_P166526,NM_015653,0.8645,991
WNT10A,"wingless-type MMTV integration site family, member 10A",A_23_P102113,NM_025216,0.8632,992
C16orf30,chromosome 16 open reading frame 30,A_23_P37685,NM_024600,NA,993
KCNK1,"potassium channel, subfamily K, member 1",A_23_P126075,NM_002245,1.1243,994
ENST00000310974,,A_23_P394448,ns,0.8502,995
ENST00000343496,,A_23_P147224,ns,1.1397,996
PLCL2,phospholipase C-like 2,A_24_P281988,NM_015184,1.155,997
PDIA4,"protein disulfide isomerase family A, member 4",A_23_P42802,NM_004911,0.8649,998
TDGF1,teratocarcinoma-derived growth factor 1,A_23_P366376,NM_003212,0.8607,999
CGNL1,cingulin-like 1,A_23_P163306,NM_032866,0.8369,1000
A_24_P798431,,A_24_P798431,0,1.1177,1001
TLR9,toll-like receptor 9,A_23_P132654,NM_017442,0.8516,1002
TNFRSF11A,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator",A_24_P211106,b,0.8163,1003
HLA-DPB1,"major histocompatibility complex, class II, DP beta 1",A_24_P166443,NM_002121,1.14,1004
ZNF229,zinc finger protein 229,A_23_P130509,NM_014518,NA,1005
THC2453346,,A_32_P226801,hc,0.8495,1006
HMOX1,heme oxygenase (decycling) 1,A_23_P120883,NM_002133,1.1374,1007
GUCY1B3,"guanylate cyclase 1, soluble, beta 3",A_23_P121564,NM_000857,0.8717,1008
SET,SET translocation (myeloid leukemia-associated),A_23_P217015,NM_003011,0.8633,1009
B4GALT5,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5",A_24_P365469,NM_004776,1.1382,1010
PLEKHA1,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1",A_24_P269814,NM_001001974,1.1357,1011
A_24_P289504,,A_24_P289504,0,0.8686,1012
DOK4,docking protein 4,A_24_P48069,NM_018110,1.1779,1013
HIST1H2AL,"histone 1, H2al",A_23_P363174,NM_003511,0.8561,1014
ZFP36L1,"zinc finger protein 36, C3H type-like 1",A_24_P99152,NM_004926,0.856,1015
ANKRD22,ankyrin repeat domain 22,A_23_P161428,NM_144590,1.1608,1016
AK095564,,A_24_P912228,b,1.1331,1017
FGF9,fibroblast growth factor 9 (glia-activating factor),A_23_P105803,NM_002010,0.8958,1018
MOBKL2B,"MOB1, Mps One Binder kinase activator-like 2B (yeast)",A_24_P32085,NM_024761,0.8437,1019
CDKN2D,"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)",A_23_P89941,NM_001800,1.1328,1020
THC2285366,,A_32_P64558,hc,NA,1021
ENST00000330777,,A_23_P250212,ns,1.1498,1022
BC034319,,A_32_P121549,b,1.1484,1023
HSPB1,heat shock 27kDa protein 1,A_32_P76247,NM_001540,1.1554,1024
AK094629,,A_32_P157504,b,0.8534,1025
THC2405171,,A_32_P194742,hc,0.8778,1026
NCF2,"neutrophil cytosolic factor 2 (65kDa, chronic granulomatous disease, autosomal 2)",A_23_P138194,NM_000433,1.1481,1027
THC2436337,,A_32_P164203,hc,0.8444,1028
MGST3,microsomal glutathione S-transferase 3,A_23_P51548,NM_004528,0.8515,1029
IGKV1-5,immunoglobulin kappa variable 1-5,A_32_P722809,b,0.9426,1030
LOC400451,hypothetical gene supported by AK075564; BC060873,A_23_P100001,NM_207446,1.1338,1031
FLJ30428,similar to hypothetical protein A230046P18; cDNA sequence BC055759,A_24_P508103,b,1.1169,1032
TMEM23,transmembrane protein 23,A_32_P163125,NM_147156,0.8442,1033
DLGAP1,"discs, large (Drosophila) homolog-associated protein 1",A_24_P62367,NM_004746,0.8596,1034
THC2442107,,A_32_P131011,hc,NA,1035
BX089701,,A_32_P137382,b,1.1201,1036
MAN1A1,"mannosidase, alpha, class 1A, member 1",A_23_P156431,NM_005907,0.859,1037
SCD5,stearoyl-CoA desaturase 5,A_24_P385134,b,0.8934,1038
DLC1,deleted in liver cancer 1,A_23_P252721,NM_182643,1.1546,1039
IER3,immediate early response 3,A_23_P42257,NM_003897,1.1419,1040
PPAPDC3,phosphatidic acid phosphatase type 2 domain containing 3,A_23_P157736,NM_032728,NA,1041
PLA1A,phospholipase A1 member A,A_23_P29816,NM_015900,0.8433,1042
IRF2BP2,interferon regulatory factor 2 binding protein 2,A_24_P497186,b,1.1519,1043
GALM,galactose mutarotase (aldose 1-epimerase),A_23_P67971,NM_138801,1.1431,1044
ZYG11A,zyg-11 homolog A (C. elegans),A_32_P132589,NM_001004339,1.0597,1045
DJ971N18.2,hypothetical protein DJ971N18.2,A_23_P166100,NM_021156,0.8585,1046
TMEFF2,transmembrane protein with EGF-like and two follistatin-like domains 2,A_24_P239364,b,1.139,1047
BCL2L14,BCL2-like 14 (apoptosis facilitator),A_23_P128050,NM_030766,1.1601,1048
CA13,carbonic anhydrase XIII,A_23_P381714,NM_198584,0.8717,1049
LLGL2,lethal giant larvae homolog 2 (Drosophila),A_24_P307869,NM_001015002,1.1498,1050
ENST00000337682,,A_32_P199292,ns,0.828,1051
DNMT3B,DNA (cytosine-5-)-methyltransferase 3 beta,A_23_P28953,NM_175850,0.8669,1052
IGHV1-69,immunoglobulin heavy variable 1-69,A_24_P367432,b,1.1231,1053
ENST00000310974,,A_32_P96134,ns,0.8529,1054
PLAC8,placenta-specific 8,A_23_P81219,NM_016619,0.8652,1055
LOC440234,similar to hypothetical protein,A_32_P76853,b,1.1473,1056
TXLNB,taxilin beta,A_23_P434398,NM_153235,1.1313,1057
AK074776,,A_32_P91186,b,1.1384,1058
DUSP23,dual specificity phosphatase 23,A_23_P103232,NM_017823,1.1301,1059
A_23_P421323,,A_23_P421323,0,1.1513,1060
LMO4,LIM domain only 4,A_23_P380181,NM_006769,0.8691,1061
CD8A,"CD8 antigen, alpha polypeptide (p32)",A_32_P163247,NM_001768,0.86,1062
BC088374,,A_23_P4101,b,NA,1063
EHMT1,euchromatic histone-lysine N-methyltransferase 1,A_23_P20894,NM_024757,0.8921,1064
BCL11A,B-cell CLL/lymphoma 11A (zinc finger protein),A_24_P411186,NM_022893,0.8517,1065
LMO7,LIM domain 7,A_24_P301146,NM_005358,1.1342,1066
D15F37,D15F37 gene,A_23_P346048,NM_001024681,1.1378,1067
KIAA0992,palladin,A_23_P213102,NM_016081,0.9038,1068
SLC20A1,"solute carrier family 20 (phosphate transporter), member 1",A_23_P165657,NM_005415,1.1424,1069
BHLHB5,"basic helix-loop-helix domain containing, class B, 5",A_32_P75581,NM_152414,0.8368,1070
KCNMB2,"potassium large conductance calcium-activated channel, subfamily M, beta member 2",A_23_P158675,NM_181361,1.1102,1071
LOC201895,hypothetical protein LOC201895,A_23_P112634,NM_174921,1.0926,1072
THC2274082,,A_32_P181527,hc,1.1543,1073
ENST00000278949,,A_24_P270033,ns,0.8558,1074
NDFIP1,Nedd4 family interacting protein 1,A_23_P81247,NM_030571,0.8686,1075
NIPA2,non imprinted in Prader-Willi/Angelman syndrome 2,A_24_P338971,NM_030922,1.1391,1076
MS4A4A,"membrane-spanning 4-domains, subfamily A, member 4",A_23_P75769,NM_024021,NA,1077
GJB2,"gap junction protein, beta 2, 26kDa (connexin 26)",A_23_P204947,NM_004004,1.1227,1078
CNKSR3,CNKSR family member 3,A_24_P66592,NM_173515,0.8598,1079
TUBB3,"tubulin, beta 3",A_23_P77493,NM_006086,0.8527,1080
