Symbol,GeneName,ProbeName,RefSeq,SAM rank
LOC441896,similar to 60S ribosomal protein L7,A_24_P33607,b,2686
ACD,adrenocortical dysplasia homolog (mouse),A_23_P26375,NM_022914,2687
BCL2L13,BCL2-like 13 (apoptosis facilitator),A_24_P409494,NM_015367,2688
SNX10,sorting nexin 10,A_24_P98109,NM_013322,2689
CHPF,chondroitin polymerizing factor,A_23_P131289,NM_024536,2690
HYPC,Huntingtin interacting protein C,A_23_P411922,NM_012272,2691
TRADD,TNFRSF1A-associated via death domain,A_23_P54649,NM_153425,2692
HEXA,hexosaminidase A (alpha polypeptide),A_23_P129101,NM_000520,2693
ANXA2,annexin A2,A_32_P148345,NM_001002857,2694
PECI,"peroxisomal D3,D2-enoyl-CoA isomerase",A_23_P156852,NM_206836,2695
LOC57168,similar to aspartate beta hydroxylase (ASPH),A_23_P91640,NM_020437,2696
ANKRD33,ankyrin repeat domain 33,A_32_P516342,NM_182608,2697
RGS19,regulator of G-protein signalling 19,A_23_P257014,NM_005873,2698
HLA-G,"HLA-G histocompatibility antigen, class I, G",A_24_P311926,NM_002127,2699
FTH1,"ferritin, heavy polypeptide 1",A_32_P342064,NM_002032,2700
MGC2560,hypothetical LOC83640,A_24_P416055,NM_031452,2701
RPS3A,ribosomal protein S3A,A_32_P208178,NM_001006,2702
SRXN1,sulfiredoxin 1 homolog (S. cerevisiae),A_23_P320113,NM_080725,2703
SLC35B2,"solute carrier family 35, member B2",A_23_P19257,NM_178148,2704
BF858887,,A_32_P223918,b,2705
SITPEC,"signaling intermediate in Toll pathway, evolutionarily conserved",A_23_P119295,NM_016581,2706
ENST00000314088,,A_23_P167983,ns,2707
CNAP1,chromosome condensation-related SMC-associated protein 1,A_23_P25293,NM_014865,2708
THC2438117,,A_24_P40481,hc,2709
ENST00000332726,,A_24_P136211,ns,2710
C17orf39,chromosome 17 open reading frame 39,A_23_P164427,NM_024052,2711
LOC392181,similar to 60S ribosomal protein L23a,A_24_P118874,XM_498268,2712
OSTM1,osteopetrosis associated transmembrane protein 1,A_23_P31097,NM_014028,2713
HSD17B7,hydroxysteroid (17-beta) dehydrogenase 7,A_32_P52282,NM_016371,2714
DC2,DC2 protein,A_23_P411814,NM_021227,2715
DHX29,DEAH (Asp-Glu-Ala-His) box polypeptide 29,A_23_P81463,NM_019030,2716
SNRPA,small nuclear ribonucleoprotein polypeptide A,A_24_P250335,NM_004596,2717
SSU72,Ssu72 RNA polymerase II CTD phosphatase homolog (yeast),A_23_P63289,NM_014188,2718
THC2399982,,A_24_P174824,hc,2719
C9orf132,chromosome 9 open reading frame 132,A_23_P112531,NM_203305,2720
KLHL6,kelch-like 6 (Drosophila),A_23_P212655,NM_130446,2721
THC2338090,,A_24_P354523,hc,2722
ENST00000255136,,A_24_P92183,ns,2723
BC045174,,A_24_P686975,b,2724
KIF1B,kinesin family member 1B,A_23_P201287,NM_015074,2725
SLC2A13,"solute carrier family 2 (facilitated glucose transporter), member 13",A_23_P10211,NM_052885,2726
CCR7,chemokine (C-C motif) receptor 7,A_23_P343398,NM_001838,2727
FLJ11806,nuclear protein UKp68,A_24_P241330,NM_024824,2728
ENST00000216649,,A_24_P315854,ns,2729
LOC441112,similar to ribosomal protein P1 isoform 2; 60S acidic ribosomal protein P1; acidic ribosomal phosphoprotein P1,A_24_P358010,b,2730
C14orf149,chromosome 14 open reading frame 149,A_23_P14458,NM_144581,2731
AK026965,,A_32_P378821,b,2732
ENST00000258884,,A_23_P369701,ns,2733
FLJ20422,hypothetical protein FLJ20422,A_23_P165171,NM_017814,2734
CRYGD,"crystallin, gamma D",A_23_P131215,NM_006891,2735
PPAP2A,phosphatidic acid phosphatase type 2A,A_23_P70060,NM_176895,2736
ITGA1,"integrin, alpha 1",A_23_P256334,NM_181501,2737
NDUFS7,"NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)",A_23_P165090,NM_024407,2738
C14orf10,chromosome 14 open reading frame 10,A_23_P88201,NM_017917,2739
ZNF232,zinc finger protein 232,A_23_P4294,NM_014519,2740
CENPC1,centromere protein C 1,A_24_P240338,NM_001812,2741
BC069781,,A_23_P334271,b,2742
FLJ32871,hypothetical protein FLJ32871,A_32_P130309,NM_144674,2743
TNRC15,trinucleotide repeat containing 15,A_24_P307896,b,2744
AK123649,,A_32_P159320,b,2745
ENST00000258884,,A_32_P39093,ns,2746
BAZ1B,"bromodomain adjacent to zinc finger domain, 1B",A_23_P215449,NM_023005,2747
PRDX4,peroxiredoxin 4,A_23_P114232,NM_006406,2748
THC2391820,,A_32_P1516,hc,2749
LOC90379,hypothetical protein BC002926,A_23_P50399,b,2750
C13orf22,chromosome 13 open reading frame 22,A_24_P338757,NM_005800,2751
EFHD2,"EF-hand domain family, member D2",A_23_P23443,NM_024329,2752
ULK4,unc-51-like kinase 4 (C. elegans),A_23_P143926,b,2753
ADORA2B,adenosine A2b receptor,A_23_P55477,NM_000676,2754
NEU3,sialidase 3 (membrane sialidase),A_23_P203716,NM_006656,2755
SOX8,SRY (sex determining region Y)-box 8,A_23_P66137,NM_014587,2756
LENG4,leukocyte receptor cluster (LRC) member 4,A_23_P208516,NM_024298,2757
PTPN7,"protein tyrosine phosphatase, non-receptor type 7",A_23_P201778,NM_080588,2758
NOL6,nucleolar protein family 6 (RNA-associated),A_24_P38572,NM_130793,2759
RPL4,ribosomal protein L4,A_23_P69431,NM_000968,2760
TNN,tenascin N,A_32_P480177,NM_022093,2761
SNX24,sorting nexing 24,A_23_P19095,NM_014035,2762
TM9SF4,transmembrane 9 superfamily protein member 4,A_23_P210872,NM_014742,2763
LOC285708,hypothetical protein LOC285708,A_32_P162880,b,2764
CD1A,"CD1A antigen, a polypeptide",A_23_P63167,b,2765
ENST00000312398,,A_24_P400751,ns,2766
BX538250,,A_32_P24489,b,2767
ENST00000305583,,A_32_P308040,ns,2768
SCP2,sterol carrier protein 2,A_23_P126057,NM_002979,2769
CR597240,,A_24_P32920,b,2770
TBC1D19,"TBC1 domain family, member 19",A_23_P136196,NM_018317,2771
ZNF148,zinc finger protein 148 (pHZ-52),A_23_P139408,NM_021964,2772
KLHL8,kelch-like 8 (Drosophila),A_24_P54808,NM_020803,2773
PPP1R11,"protein phosphatase 1, regulatory (inhibitor) subunit 11",A_23_P19437,NM_021959,2774
ITGAX,"integrin, alpha X (antigen CD11C (p150), alpha polypeptide)",A_23_P312132,NM_000887,2775
TCF7,"transcription factor 7 (T-cell specific, HMG-box)",A_23_P7582,NM_003202,2776
TIMP2,tissue inhibitor of metalloproteinase 2,A_23_P107401,NM_003255,2777
TMEM23,transmembrane protein 23,A_32_P163125,NM_147156,2778
CX3CL1,chemokine (C-X3-C motif) ligand 1,A_23_P37727,NM_002996,2779
HIST1H4D,"histone 1, H4d",A_23_P395374,NM_003539,2780
LOC92270,hypothetical protein LOC92270,A_24_P807031,NM_001017971,2781
A_24_P881608,,A_24_P881608,,2782
LOC441108,hypothetical gene supported by AK128882,A_24_P829156,b,2783
SDF2L1,stromal cell-derived factor 2-like 1,A_23_P6344,NM_022044,2784
GCC1,GRIP and coiled-coil domain containing 1,A_23_P71094,NM_024523,2785
SORT1,sortilin 1,A_23_P201587,NM_002959,2786
LOC442385,similar to 60S ribosomal protein L6 (TAX-responsive enhancer element binding protein 107) (TAXREB107) (Neoplasm-related protein C140),A_32_P34201,b,2787
THC2307660,,A_24_P102043,hc,2788
HYI,hydroxypyruvate isomerase homolog (E. coli),A_23_P160582,NM_031207,2789
A_23_P136961,,A_23_P136961,,2790
THC2365158,,A_32_P136662,hc,2791
MLSTD1,male sterility domain containing 1,A_23_P150903,NM_018099,2792
MCMDC1,minichromosome maintenance deficient domain containing 1,A_23_P397347,NM_153255,2793
GIMAP6,"GTPase, IMAP family member 6",A_23_P145631,NM_024711,2794
MGC16044,hypothetical protein MGC16044,A_23_P36888,NM_138371,2795
FNTA,"farnesyltransferase, CAAX box, alpha",A_23_P24926,NM_002027,2796
UQCRC2,ubiquinol-cytochrome c reductase core protein II,A_23_P118002,NM_003366,2797
LOC151963,similar to BcDNA:GH11415 gene product,A_32_P117464,NM_178496,2798
MAN1A1,"mannosidase, alpha, class 1A, member 1",A_23_P156425,NM_005907,2799
POT1,POT1 protection of telomeres 1 homolog (S. pombe),A_24_P309105,NM_015450,2800
LTB4DH,leukotriene B4 12-hydroxydehydrogenase,A_23_P157809,NM_012212,2801
SNX16,sorting nexin 16,A_23_P258891,NM_022133,2802
DCP1B,DCP1 decapping enzyme homolog B (S. cerevisiae),A_23_P313512,NM_152640,2803
PSCD1,"pleckstrin homology, Sec7 and coiled-coil domains 1(cytohesin 1)",A_23_P83781,NM_004762,2804
MTMR8,myotubularin related protein 8,A_23_P84995,NM_017677,2805
S100A11,S100 calcium binding protein A11 (calgizzarin),A_23_P126593,NM_005620,2806
OR10A4,"olfactory receptor, family 10, subfamily A, member 4",A_23_P75867,NM_207186,2807
ASNS,asparagine synthetase,A_23_P145694,NM_001673,2808
LOC442159,similar to Rpl7a protein,A_24_P42014,b,2809
TNFAIP8L1,"tumor necrosis factor, alpha-induced protein 8-like 1",A_23_P428875,NM_152362,2810
ADAMTS12,"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 12",A_32_P103220,NM_030955,2811
AMBN,"ameloblastin, enamel matrix protein",A_23_P44867,NM_016519,2812
RPL35,ribosomal protein L35,A_24_P403403,NM_007209,2813
THC2268035,,A_24_P861442,hc,2814
SNAPAP,SNAP-associated protein,A_23_P161022,NM_012437,2815
ZNF644,zinc finger protein 644,A_23_P200772,NM_201269,2816
KIAA0240,KIAA0240,A_23_P350886,NM_015349,2817
DDA3,differential display and activated by p53,A_23_P46539,NM_032636,2818
JDP2,jun dimerization protein 2,A_23_P117582,NM_130469,2819
RPL5,ribosomal protein L5,A_32_P225604,NM_000969,2820
UXT,ubiquitously-expressed transcript,A_23_P159663,NM_004182,2821
ENST00000335052,,A_24_P924611,ns,2822
THC2368742,,A_32_P144599,hc,2823
PLEC1,"plectin 1, intermediate filament binding protein 500kDa",A_23_P22119,NM_201380,2824
ENST00000333546,,A_24_P170496,ns,2825
GZMM,granzyme M (lymphocyte met-ase 1),A_23_P130836,NM_005317,2826
C14orf118,chromosome 14 open reading frame 118,A_23_P54205,NM_017926,2827
THC2308781,,A_23_P124823,hc,2828
RPS11,ribosomal protein S11,A_23_P101532,NM_001015,2829
KNSL8,kinesin-like 8,A_23_P397308,NM_138343,2830
USP8,ubiquitin specific protease 8,A_23_P129058,NM_005154,2831
PTPRO,"protein tyrosine phosphatase, receptor type, O",A_23_P204304,NM_030667,2832
LOC202459,similar to RIKEN cDNA 2310008M10,A_23_P304395,NM_145303,2833
AP1G2,"adaptor-related protein complex 1, gamma 2 subunit",A_23_P2967,NM_003917,2834
SCD,stearoyl-CoA desaturase (delta-9-desaturase),A_23_P63618,NM_005063,2835
IKBKG,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma",A_23_P159920,NM_003639,2836
UGT3A1,"UDP glycosyltransferase 3 family, polypeptide A1",A_23_P122144,NM_152404,2837
MGC27165,hypothetical protein MGC27165,A_24_P889462,b,2838
AF161344,,A_24_P59297,b,2839
TIMM23,translocase of inner mitochondrial membrane 23 homolog (yeast),A_23_P373645,b,2840
THC2438324,,A_32_P59737,hc,2841
SMAD1,"SMAD, mothers against DPP homolog 1 (Drosophila)",A_23_P212870,NM_005900,2842
KCNK6,"potassium channel, subfamily K, member 6",A_23_P50591,NM_004823,2843
AKAP1,A kinase (PRKA) anchor protein 1,A_32_P132438,NM_139275,2844
AK001814,,A_24_P601654,b,2845
HSPA4L,heat shock 70kDa protein 4-like,A_23_P363936,NM_014278,2846
FILIP1,filamin A interacting protein 1,A_23_P410233,b,2847
RIPK2,receptor-interacting serine-threonine kinase 2,A_24_P124032,NM_003821,2848
AK057742,,A_24_P882914,b,2849
TPI1,triosephosphate isomerase 1,A_23_P53546,b,2850
FLJ20259,FLJ20259 protein,A_23_P45106,NM_017730,2851
GBE1,"glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV)",A_23_P121082,NM_000158,2852
PGAP1,GPI deacylase,A_24_P942850,NM_024989,2853
NIN,ninein (GSK3B interacting protein),A_24_P928361,NM_182944,2854
SORBS1,sorbin and SH3 domain containing 1,A_24_P326511,NM_015385,2855
TSPAN18,tetraspanin 18,A_24_P13083,NM_130783,2856
PAICS,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase",A_23_P41280,NM_006452,2857
NUDT4,nudix (nucleoside diphosphate linked moiety X)-type motif 4,A_24_P335263,NM_199040,2858
ERCC6,"excision repair cross-complementing rodent repair deficiency, complementation group 6",A_23_P1292,NM_000124,2859
LOC204010,similar to 40S ribosomal protein SA (P40) (34/67 kDa laminin receptor) (Colon carcinoma laminin-binding protein) (NEM/1CHD4) (Multidrug resistance-associated protein MGr1-Ag),A_24_P465772,b,2860
ZFYVE16,"zinc finger, FYVE domain containing 16",A_23_P7543,NM_014733,2861
BM857492,,A_24_P917682,b,2862
AF103312,,A_24_P604784,b,2863
AX775899,,A_23_P90014,b,2864
RPL37A,ribosomal protein L37a,A_32_P783,NM_000998,2865
ENST00000342919,,A_24_P144346,ns,2866
EEF1B2,eukaryotic translation elongation factor 1 beta 2,A_32_P49616,NM_001959,2867
POLRMT,polymerase (RNA) mitochondrial (DNA directed),A_23_P131096,NM_005035,2868
AI423557,,A_32_P99533,b,2869
ADCY6,adenylate cyclase 6,A_23_P501547,NM_015270,2870
RPL24,ribosomal protein L24,A_32_P100974,NM_000986,2871
DDX17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,A_23_P57534,NM_006386,2872
ALOX5,arachidonate 5-lipoxygenase,A_23_P104464,NM_000698,2873
A_24_P608790,,A_24_P608790,,2874
ING1,"inhibitor of growth family, member 1",A_23_P99437,NM_198219,2875
DONSON,downstream neighbor of SON,A_23_P500390,NM_017613,2876
THC2374943,,A_32_P132356,hc,2877
JMJD1A,jumonji domain containing 1A,A_23_P395075,NM_018433,2878
ACBD3,acyl-Coenzyme A binding domain containing 3,A_24_P171182,NM_022735,2879
DEFA5,"defensin, alpha 5, Paneth cell-specific",A_23_P112086,NM_021010,2880
C16orf44,chromosome 16 open reading frame 44,A_24_P184937,b,2881
MTHFR,"5,10-methylenetetrahydrofolate reductase (NADPH)",A_32_P208078,b,2882
ENST00000333615,,A_24_P401670,ns,2883
MGC13034,hypothetical protein MGC13034,A_23_P344594,NM_153217,2884
ANKH,"ankylosis, progressive homolog (mouse)",A_23_P213766,NM_054027,2885
MIP,major intrinsic protein of lens fiber,A_23_P47806,NM_012064,2886
AA669846,,A_32_P187245,b,2887
CR610925,,A_24_P247794,b,2888
THC2278340,,A_24_P479364,hc,2889
KIAA1737,KIAA1737,A_23_P372925,NM_033426,2890
AK128048,,A_32_P177522,b,2891
ENST00000317571,,A_23_P308305,ns,2892
PXMP4,"peroxisomal membrane protein 4, 24kDa",A_23_P91430,NM_007238,2893
MSRB2,methionine sulfoxide reductase B2,A_23_P97932,NM_012228,2894
ITM2B,integral membrane protein 2B,A_24_P381604,NM_021999,2895
SPRY4,sprouty homolog 4 (Drosophila),A_24_P269062,NM_030964,2896
UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats,A_24_P290585,NM_001008224,2897
SETDB1,"SET domain, bifurcated 1",A_23_P126393,NM_012432,2898
BMP10,bone morphogenetic protein 10,A_23_P131588,NM_014482,2899
ZNF32,zinc finger protein 32 (KOX 30),A_23_P98057,NM_001005368,2900
ADCY7,adenylate cyclase 7,A_23_P106945,NM_001114,2901
KIAA0040,KIAA0040,A_24_P11142,NM_014656,2902
SDPR,serum deprivation response (phosphatidylserine binding protein),A_23_P72668,NM_004657,2903
SC5DL,"sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, fungal)-like",A_23_P372888,NM_006918,2904
JMJD1C,jumonji domain containing 1C,A_23_P427217,NM_004241,2905
ENST00000275546,,A_24_P66548,ns,2906
AK025353,,A_32_P119204,b,2907
TCF12,"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)",A_24_P82142,NM_207038,2908
LASS6,LAG1 longevity assurance homolog 6 (S. cerevisiae),A_24_P289366,NM_203463,2909
MRPL53,mitochondrial ribosomal protein L53,A_24_P371194,NM_053050,2910
ZNF629,zinc finger protein 629,A_23_P163820,b,2911
NTAN1,N-terminal asparagine amidase,A_23_P170498,NM_173474,2912
KIFC3,kinesin family member C3,A_23_P54576,NM_005550,2913
ZNF502,zinc finger protein 502,A_23_P29384,NM_033210,2914
HLA-DPB1,"major histocompatibility complex, class II, DP beta 1",A_23_P258769,NM_002121,2915
ENST00000332101,,A_24_P7934,ns,2916
FBXO24,F-box protein 24,A_23_P70888,NM_033506,2917
X15675,,A_32_P32406,b,2918
FLJ90586,hypothetical protein FLJ90586,A_23_P42909,NM_153345,2919
OSRF,osmosis responsive factor,A_24_P414556,NM_012382,2920
FPGT,fucose-1-phosphate guanylyltransferase,A_23_P200030,NM_003838,2921
NARG1L,NMDA receptor regulated 1-like,A_23_P251785,NM_024561,2922
FLJ22028,hypothetical protein FLJ22028,A_24_P221407,NM_024854,2923
CASC4,cancer susceptibility candidate 4,A_24_P284213,NM_177974,2924
HSF2,heat shock transcription factor 2,A_32_P9963,NM_004506,2925
CR620532,,A_24_P354257,b,2926
A_24_P764595,,A_24_P764595,,2927
ARG99,ARG99 protein,A_32_P2452,b,2928
THC2442107,,A_32_P131011,hc,2929
ZNF323,zinc finger protein 323,A_23_P214533,NM_030899,2930
AI521071,,A_24_P911775,b,2931
RAB31,"RAB31, member RAS oncogene family",A_24_P236799,NM_006868,2932
FLJ14351,hypothetical protein FLJ14351,A_23_P85922,b,2933
ZNF318,zinc finger protein 318,A_23_P145175,NM_014345,2934
LDLRAP1,low density lipoprotein receptor adaptor protein 1,A_32_P216548,NM_015627,2935
KIAA0179,KIAA0179,A_23_P256297,NM_015056,2936
ZNF25,zinc finger protein 25 (KOX 19),A_23_P381577,NM_145011,2937
CSNK1A1,"casein kinase 1, alpha 1",A_23_P213551,NM_001892,2938
THC2397850,,A_32_P23810,hc,2939
ETS2,v-ets erythroblastosis virus E26 oncogene homolog 2 (avian),A_23_P257924,NM_005239,2940
TTC10,tetratricopeptide repeat domain 10,A_23_P48339,NM_175605,2941
ENST00000304230,,A_24_P135242,ns,2942
AK002187,,A_32_P93707,b,2943
SYTL1,synaptotagmin-like 1,A_32_P217773,NM_032872,2944
CSRP1,cysteine and glycine-rich protein 1,A_23_P74359,NM_004078,2945
FOXD2,forkhead box D2,A_23_P86171,NM_004474,2946
RPL7A,ribosomal protein L7a,A_32_P134788,NM_000972,2947
GNPDA2,glucosamine-6-phosphate deaminase 2,A_23_P144578,NM_138335,2948
MGAT4B,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isoenzyme B",A_24_P29260,NM_054013,2949
ENST00000307948,,A_24_P323635,ns,2950
ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7,A_24_P112447,NM_020354,2951
ENST00000309246,,A_24_P255252,ns,2952
HOP,homeodomain-only protein,A_23_P254507,NM_139211,2953
KCNAB1,"potassium voltage-gated channel, shaker-related subfamily, beta member 1",A_23_P113645,b,2954
A_24_P324084,,A_24_P324084,,2955
SRM,spermidine synthase,A_23_P74269,NM_003132,2956
SLC39A10,"solute carrier family 39 (zinc transporter), member 10",A_23_P119778,NM_020342,2957
AK022892,,A_24_P892353,b,2958
A_32_P90178,,A_32_P90178,,2959
IFIT1,interferon-induced protein with tetratricopeptide repeats 1,A_23_P52266,NM_001548,2960
NRIP2,nuclear receptor interacting protein 2,A_24_P403799,NM_031474,2961
ACTN4,"actinin, alpha 4",A_23_P101655,NM_004924,2962
DNPEP,aspartyl aminopeptidase,A_23_P142676,NM_012100,2963
THC2275804,,A_24_P270452,hc,2964
AMOTL1,angiomotin like 1,A_24_P329815,NM_130847,2965
ATBF1,AT-binding transcription factor 1,A_23_P118266,NM_006885,2966
CDC42SE2,CDC42 small effector 2,A_23_P430764,NM_020240,2967
LOC388524,similar to Laminin receptor 1,A_24_P358164,NM_001005472,2968
ENST00000344402,,A_24_P161345,ns,2969
A_32_P152696,,A_32_P152696,,2970
IKIP,IKK interacting protein,A_23_P53467,NM_201612,2971
C1orf114,chromosome 1 open reading frame 114,A_23_P468,NM_021179,2972
B3GTL,beta 3-glycosyltransferase-like,A_24_P832426,b,2973
BC038749,,A_32_P139367,b,2974
ZDHHC21,"zinc finger, DHHC-type containing 21",A_24_P933492,NM_178566,2975
KIAA0355,KIAA0355,A_23_P324490,NM_014686,2976
BX115137,,A_32_P216030,b,2977
TRAF5,TNF receptor-associated factor 5,A_23_P201731,NM_004619,2978
KCTD10,potassium channel tetramerisation domain containing 10,A_24_P39101,NM_031954,2979
TMEM38A,transmembrane protein 38A,A_23_P101392,NM_024074,2980
LOC150383,similar to RIKEN cDNA 2210021J22,A_24_P478726,b,2981
CD359021,,A_24_P306585,b,2982
A_24_P92661,,A_24_P92661,,2983
ENST00000309979,,A_24_P85365,ns,2984
ALPK1,alpha-kinase 1,A_23_P133142,NM_025144,2985
ENST00000330777,,A_23_P250212,ns,2986
A_24_P178693,,A_24_P178693,,2987
SIVA,CD27-binding (Siva) protein,A_24_P116351,NM_006427,2988
C1orf73,chromosome 1 open reading frame 73,A_23_P52082,NM_015434,2989
RPS21,ribosomal protein S21,A_23_P120660,NM_001024,2990
FGD1,"FYVE, RhoGEF and PH domain containing 1 (faciogenital dysplasia)",A_23_P73559,NM_004463,2991
PSAP,prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy),A_23_P12680,NM_002778,2992
H2AFJ,"H2A histone family, member J",A_23_P432385,NM_018267,2993
HYOU1,hypoxia up-regulated 1,A_23_P75647,NM_006389,2994
MLF1IP,MLF1 interacting protein,A_23_P254733,NM_024629,2995
WNT1,"wingless-type MMTV integration site family, member 1",A_23_P411157,NM_005430,2996
BCL2L14,BCL2-like 14 (apoptosis facilitator),A_23_P128050,NM_030766,2997
BX097691,,A_32_P19101,b,2998
NM_025023,,A_24_P70294,NM_025023,2999
X01147,,A_24_P76868,b,3000
TUBGCP6,"tubulin, gamma complex associated protein 6",A_23_P6546,NM_001008658,3001
RNF32,ring finger protein 32,A_23_P19816,NM_030936,3002
LSS,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)",A_24_P110799,NM_002340,3003
XRN1,5'-3' exoribonuclease 1,A_23_P132822,NM_019001,3004
A_24_P350126,,A_24_P350126,,3005
PSPH,phosphoserine phosphatase,A_23_P251984,NM_004577,3006
OGFRL1,opioid growth factor receptor-like 1,A_23_P7791,NM_024576,3007
FLJ31413,hypothetical protein FLJ31413,A_24_P206344,NM_152557,3008
THC2355348,,A_32_P12372,hc,3009
TMCC1,transmembrane and coiled-coil domain family 1,A_32_P41065,NM_001017395,3010
OTUD1,OTU domain containing 1,A_32_P60459,b,3011
PLXNB2,plexin B2,A_32_P48397,b,3012
BC036626,,A_32_P32653,b,3013
SIRT3,sirtuin (silent mating type information regulation 2 homolog) 3 (S. cerevisiae),A_24_P923684,NM_012239,3014
LOC91137,hypothetical protein BC017169,A_23_P133375,NM_138773,3015
BC014452,,A_23_P345445,b,3016
AK123150,,A_32_P49124,b,3017
TUBB2,"tubulin, beta, 2",A_23_P312863,NM_006088,3018
BC048201,,A_32_P134427,b,3019
C10orf78,chromosome 10 open reading frame 78,A_23_P413193,NM_145247,3020
HIST3H3,"histone 3, H3",A_23_P137909,NM_003493,3021
C7orf19,chromosome 7 open reading frame 19,A_24_P329353,NM_032831,3022
37321,membrane-associated ring finger (C3HC4) 7,A_23_P102242,NM_022826,3023
SERHL2,serine hydrolase-like 2,A_23_P120953,NM_014509,3024
MLLT6,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6",A_32_P98683,b,3025
MAP1B,microtubule-associated protein 1B,A_24_P123385,NM_005909,3026
A_24_P50157,,A_24_P50157,,3027
PPM1A,"protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform",A_23_P151679,NM_021003,3028
NPEPPS,aminopeptidase puromycin sensitive,A_24_P409346,NM_006310,3029
LRRK1,leucine-rich repeat kinase 1,A_23_P99942,NM_024652,3030
KIAA0196,KIAA0196,A_23_P112113,NM_014846,3031
DDEF1,development and differentiation enhancing factor 1,A_23_P216278,NM_018482,3032
SLC30A7,"solute carrier family 30 (zinc transporter), member 7",A_24_P563545,NM_133496,3033
C19orf30,chromosome 19 open reading frame 30,A_23_P353667,NM_174947,3034
GPR40,G protein-coupled receptor 40,A_23_P39356,NM_005303,3035
PITX2,paired-like homeodomain transcription factor 2,A_23_P167367,NM_153426,3036
ABCF1,"ATP-binding cassette, sub-family F (GCN20), member 1",A_23_P251660,NM_001090,3037
LOC150763,hypothetical protein LOC150763,A_23_P68240,b,3038
ZNF384,zinc finger protein 384,A_23_P204355,NM_133476,3039
HIST1H3G,"histone 1, H3g",A_23_P42198,NM_003534,3040
DLC1,deleted in liver cancer 1,A_23_P252721,NM_182643,3041
MAPK6,mitogen-activated protein kinase 6,A_23_P3204,NM_002748,3042
C6orf35,chromosome 6 open reading frame 35,A_24_P144620,NM_018452,3043
LOC131076,hypothetical LOC131076,A_32_P215113,NM_001017928,3044
CR618466,,A_23_P117912,b,3045
UPF3B,UPF3 regulator of nonsense transcripts homolog B (yeast),A_23_P45409,NM_080632,3046
THC2401471,,A_24_P501265,hc,3047
SAMD9,sterile alpha motif domain containing 9,A_24_P175188,NM_017654,3048
GCLM,"glutamate-cysteine ligase, modifier subunit",A_23_P103996,NM_002061,3049
A_24_P110487,,A_24_P110487,,3050
MFGE8,milk fat globule-EGF factor 8 protein,A_23_P48951,NM_005928,3051
METTL1,methyltransferase like 1,A_23_P47790,NM_005371,3052
THC2280799,,A_32_P3932,hc,3053
FARSLB,"phenylalanine-tRNA synthetase-like, beta subunit",A_23_P165355,NM_005687,3054
A_32_P169353,,A_32_P169353,,3055
CD63,CD63 antigen (melanoma 1 antigen),A_24_P270144,NM_001780,3056
FZD3,frizzled homolog 3 (Drosophila),A_23_P347468,NM_017412,3057
RFC1,"replication factor C (activator 1) 1, 145kDa",A_23_P18465,NM_002913,3058
PPP2R5A,"protein phosphatase 2, regulatory subunit B (B56), alpha isoform",A_23_P256432,NM_006243,3059
AK093729,,A_32_P41375,b,3060
CR621244,,A_23_P105753,b,3061
BC071734,,A_32_P110243,b,3062
AK021980,,A_24_P931428,b,3063
FLJ25323,FLJ25323 protein,A_24_P15630,NM_198521,3064
ICAM2,intercellular adhesion molecule 2,A_23_P152655,NM_000873,3065
RLF,rearranged L-myc fusion sequence,A_23_P126037,NM_012421,3066
PACSIN1,protein kinase C and casein kinase substrate in neurons 1,A_24_P149266,NM_020804,3067
KIAA0408,KIAA0408,A_23_P215048,NM_014702,3068
SREBF1,sterol regulatory element binding transcription factor 1,A_23_P129786,NM_001005291,3069
HIST1H4L,"histone 1, H4l",A_23_P70480,NM_003546,3070
PBX4,pre-B-cell leukemia transcription factor 4,A_23_P90419,NM_025245,3071
IFI44,interferon-induced protein 44,A_23_P23074,NM_006417,3072
RCP9,calcitonin gene-related peptide-receptor component protein,A_23_P134573,b,3073
A_24_P58607,,A_24_P58607,,3074
ABCF3,"ATP-binding cassette, sub-family F (GCN20), member 3",A_24_P251688,NM_018358,3075
C19orf28,chromosome 19 open reading frame 28,A_23_P345139,NM_174983,3076
ENST00000341963,,A_24_P79855,ns,3077
THC2361983,,A_24_P856794,hc,3078
CKLFSF3,chemokine-like factor super family 3,A_23_P88865,NM_144601,3079
